ID,Name,eventLayerId,mapStudioLayerId,gparamId,overrideGparamId,pointCloudId,giTextureId,bakeToolLightId,isReload,pad1,playRegionOffset,pad2,
32000000,Flying Dragon Bridge: Default (fine weather) -- 飛竜の橋：デフォルト（晴天）,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
32000010,Hiryu no Hashi: Boss Room Appears -- 飛竜の橋：ボス部屋出現,0,10,10,0,0,0,1,0,0,0,[0|0|0|0|0|0|0|0|0|0]
33000000,Poison Swamp Forest: Default -- 毒沼の森：デフォルト,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
33000010,Poison Swamp Forest: Corrosion World -- 毒沼の森：蝕世界,0,10,10,0,0,0,1,0,0,0,[0|0|0|0|0|0|0|0|0|0]
34010000,Eclipse Royal Castle_3: Default -- 蝕の王城_3：デフォルト,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
34010010,The Royal Castle of Eclipse_3: The World of Eclipse -- 蝕の王城_3：蝕世界,0,10,10,0,0,0,1,0,0,0,[0|0|0|0|0|0|0|0|0|0]
35000000,Basilica Church: Default -- 聖堂教会：デフォルト,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
35000010,Basilica Church: Eating World -- 聖堂教会：蝕世界,0,10,10,0,0,0,1,0,0,0,[0|0|0|0|0|0|0|0|0|0]
37000000,Anor: Default -- アノール：デフォルト,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
37000010,Anor: The World of Erosion -- アノール：蝕世界,0,10,10,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
37001000,Anor: Pseudo NPC Multi 1 -- アノール：疑似NPCマルチ1,2,12,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
37001100,Anor: Pseudo NPC Multi 2 -- アノール：疑似NPCマルチ2,3,13,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
37001200,Anor: Pseudo NPC Multi 3-1 -- アノール：疑似NPCマルチ3-1,4,14,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
37001201,Anor: Pseudo NPC Multi 3-2 -- アノール：疑似NPCマルチ3-2,4,15,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
38000000,Abandoned city: Default (dedicated) -- 廃都：デフォルト（専用）,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
39000000,Dungeon: Default -- 地下牢：デフォルト,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
40000000,Location: Default -- 拠点：デフォルト,0,0,0,0,0,0,0,0,0,1,[0|0|0|0|0|0|0|0|0|0]
40000010,Base: Corrosion World -- 拠点：蝕世界,1,1,10,0,0,0,1,0,0,0,[0|0|0|0|0|0|0|0|0|0]
40000020,Base: Las Boss -- 拠点：ラスボス,2,2,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
41000000,Last map: default -- ラストマップ：デフォルト,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
91080000,Ritual Layer Test Map: Noon -- 儀式レイヤーテストMap：昼,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
91080010,Ritual layer test Map: gloomy cloudy -- 儀式レイヤーテストMap：陰鬱な曇り,0,1,1,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
91080020,Ritual Layer Test Map: Evening / Evening Darkness -- 儀式レイヤーテストMap：夕方/宵闇,0,2,2,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
91080030,Ritual Layer Test Map: Moonlit Night -- 儀式レイヤーテストMap：月夜,0,3,3,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
91080040,Ritual Layer Test Map: Map Specific -- 儀式レイヤーテストMap：マップ固有,0,4,4,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
91080050,Ritual Layer Test Map: Map Specific -- 儀式レイヤーテストMap：マップ固有,0,5,5,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
91080800,Ritual Layer Test Map: Reload Test -- 儀式レイヤーテストMap：リロードテスト,0,0,0,0,0,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0]
99090000,Event test: Default -- イベントテスト：デフォ,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0]
99090010,Event test: Pseudo multi -- イベントテスト：疑似マルチ,0,1,0,0,0,0,0,1,0,0,[0|0|0|0|0|0|0|0|0|0]
