ID,Name,host,invadeOrb_None,invadeOrb_Umbasa,invadeOrb_Berserker,invadeOrb_Sinners,invadeSign_None,invadeSign_Umbasa,invadeSign_Berserker,invadeSign_Sinners,invadeRing_Sinners,invadeRing_Rosalia,invadeRing_Forest,coopSign_None,coopSign_Umbasa,coopSign_Berserker,coopSign_Sinners,coopRing_RedHunter,invadeRing_Anor,pad1,
2001,Host only _MP Est Bottle +1 -- ホストのみ_MPエスト瓶＋１,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2002,Host only _MP Est bottle +2 -- ホストのみ_MPエスト瓶＋２,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2003,Host only _MP Est bottle +3 -- ホストのみ_MPエスト瓶＋３,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2004,Host only _MP Est bottle +4 -- ホストのみ_MPエスト瓶＋４,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2005,Host only _MP Est bottle +5 -- ホストのみ_MPエスト瓶＋５,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2006,Host only _MP Est bottle +6 -- ホストのみ_MPエスト瓶＋６,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2007,Host only _MP Est bottle +7 -- ホストのみ_MPエスト瓶＋７,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2008,Host only _MP Est bottle +8 -- ホストのみ_MPエスト瓶＋８,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2009,Host only _MP Est Bottle +9 -- ホストのみ_MPエスト瓶＋９,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2010,Host only _MP Est bottle +10 -- ホストのみ_MPエスト瓶＋１０,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2011,Host Only _MP Est Bottle +11 -- ホストのみ_MPエスト瓶＋１１,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2012,Host only _MP Est bottle +12 -- ホストのみ_MPエスト瓶＋１２,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2013,Host only _MP Est bottle +13 -- ホストのみ_MPエスト瓶＋１３,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2014,Host only _MP Est Bottle +14 -- ホストのみ_MPエスト瓶＋１４,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
2015,Host only _MP Est bottle +15 -- ホストのみ_MPエスト瓶＋１５,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
5000,Prank Madness Reward __MP Est Bottle +2 -- いんちき狂闇霊報酬__MPエスト瓶＋２,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,[0|0|0|0|0|0]
100000,Test ID -- テストID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0]
