ID,Name,neckTurnGain,originalGroundHeightMS,minAnkleHeightMS,maxAnkleHeightMS,cosineMaxKneeAngle,cosineMinKneeAngle,footPlantedAnkleHeightMS,footRaisedAnkleHeightMS,raycastDistanceUp,raycastDistanceDown,footEndLS_X,footEndLS_Y,footEndLS_Z,onOffGain,groundAscendingGain,groundDescendingGain,footRaisedGain,footPlantedGain,footUnlockGain,kneeAxisType,useFootLocking,footPlacementOn,twistKneeAxisType,neckTurnPriority,neckTurnMaxAngle,pad1,
2010,Gargoyle right foot -- ガーゴイル右足,0,10,-200,370,-95,55,1,3,250,235,0,0,20,80,100,100,100,100,80,4,0,1,1,0,0,[0|0]
2011,Gargoyle left foot -- ガーゴイル左足,0,10,-200,370,-95,55,1,3,250,235,0,0,20,80,100,100,100,100,80,4,0,1,1,0,0,[0|0]
2020,Iron golem right foot -- アイアンゴーレム右足,0,0,-300,500,-95,55,0,2,250,235,0,0,10,60,100,100,10,60,80,4,1,1,1,0,0,[0|0]
2021,Iron golem left foot -- アイアンゴーレム左足,0,0,-300,500,-95,55,0,2,250,235,0,0,10,60,100,100,10,60,80,4,1,1,1,0,0,[0|0]
2022,Iron golem right hand -- アイアンゴーレム右手,0,0,-200,370,-95,55,0,1,0,0,0,0,0,10,100,100,0,100,80,4,0,1,1,0,0,[0|0]
2030,Hammer demon left foot -- ハンマーデーモン左足,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
2031,Hammer demon right foot -- ハンマーデーモン右足,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
5010,Beast of Fire_Left Front Leg -- 炎の獣_左前脚,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
5011,Beast of Fire_Right Front Leg -- 炎の獣_右前脚,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
5012,Beast of Fire_Left hind leg -- 炎の獣_左後脚,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
5013,Beast of Fire_Right hind leg -- 炎の獣_右後脚,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
5014,Beast of Fire_Swing_Head -- 炎の獣_首振り_頭,0.2,0,-30,70,-95,55,1,30,70,55,0,0,0,18,100,100,20,100,80,4,0,1,1,4,15,[0|0]
5015,Beast of Fire_Swing_Neck 1 -- 炎の獣_首振り_首1,0.2,0,-30,70,-95,55,1,30,70,55,0,0,0,18,100,100,20,100,80,4,0,1,1,3,15,[0|0]
5016,Beast of Fire_Swing_Neck 2 -- 炎の獣_首振り_首2,0.2,0,-30,70,-95,55,1,30,70,55,0,0,0,18,100,100,20,100,80,4,0,1,1,2,15,[0|0]
5017,Beast of Fire_Swing_Neck 3 -- 炎の獣_首振り_首3,0.2,0,-30,70,-95,55,1,30,70,55,0,0,0,18,100,100,20,100,80,4,0,1,1,1,15,[0|0]
5018,Beast of Fire_Swing_Neck 4 -- 炎の獣_首振り_首4,0.2,0,-30,70,-95,55,1,30,70,55,0,0,0,18,100,100,20,100,80,4,0,1,1,0,60,[0|0]
3004,Crag foot ⑤ -- クラグ足⑤,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3005,Crag foot ⑥ -- クラグ足⑥,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3100,Crag foot ⑦ -- クラグ足⑦,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3101,Crag foot ⑧ -- クラグ足⑧,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3102,Crag foot ⑨ -- クラグ足⑨,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3103,Crag foot ⑩ -- クラグ足⑩,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3104,Crag foot ⑪ -- クラグ足⑪,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3105,Crag foot ⑫ -- クラグ足⑫,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
3106,Crag foot ⑬ -- クラグ足⑬,0,0,-300,500,-95,55,0,1,250,235,0,0,10,40,100,100,50,100,80,4,1,1,1,0,0,[0|0]
