ID,Name,aiVolumeRate,spEffectIdOnHit0,spEffectIdOnHit1,footEffectHeightType,footEffectDirType,floorHeightType,disableFallDamage,pad1,hardnessType,wetTiming,pad2,spEffectId_forWet,spEffectIdOnHit0_ClearCount_2,spEffectIdOnHit0_ClearCount_3,spEffectIdOnHit0_ClearCount_4,spEffectIdOnHit0_ClearCount_5,spEffectIdOnHit0_ClearCount_6,spEffectIdOnHit0_ClearCount_7,spEffectIdOnHit0_ClearCount_8,spEffectIdOnHit1_ClearCount_2,spEffectIdOnHit1_ClearCount_3,spEffectIdOnHit1_ClearCount_4,spEffectIdOnHit1_ClearCount_5,spEffectIdOnHit1_ClearCount_6,spEffectIdOnHit1_ClearCount_7,spEffectIdOnHit1_ClearCount_8,fallDeathDist,fallDamageRate,pad,
17,cloth -- 布,1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
18,Dead leaves -- 枯葉,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
19,bell -- 鐘,1,-1,-1,0,0,0,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
20,Water: Flat surface (about a puddle) -- 水：平面（水溜り程度）,1.5,110147,-1,1,0,1,0,0,1,0,0,130000,110147,110147,110147,110147,110147,110147,110147,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
21,Water: Plane (walkable) -- 水：平面（歩ける）,1.5,110147,-1,1,0,1,0,0,1,2,0,130000,110147,110147,110147,110147,110147,110147,110147,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
22,Water: Plane (dive) -- 水：平面（潜れる）,1.5,110147,-1,1,0,1,0,0,1,2,0,130000,110147,110147,110147,110147,110147,110147,110147,-1,-1,-1,-1,-1,-1,-1,80,0.5,[0|0|0|0|0|0|0|0|0|0|0|0]
23,Poison Swamp (no movement restrictions) -- 毒沼（移動制限なし）,1,-1,4002,1,0,1,0,0,1,2,0,130010,-1,-1,-1,-1,-1,-1,-1,4002,4002,4002,4002,4002,4002,4002,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
24,Poison swamp (with movement restrictions) -- 毒沼（移動制限あり）,1,108000,4000,1,0,1,0,0,1,2,0,130010,108000,108000,108000,108000,108000,108000,108000,4000,4000,4000,4000,4000,4000,4000,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
25,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
26,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
27,mud -- 泥,1,-1,109920,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,109920,109920,109920,109920,109920,109920,109920,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
28,tatami -- 畳,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
29,None -- なし,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
30,snow -- 雪,1,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
31,Bushes -- 茂み,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
32,Wood_indoor -- 木材_屋内,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
33,Autumn leaves -- 紅葉,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
34,ice -- 氷,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
35,Water: Slope (walkable) -- 水：斜面（歩ける）,1,110147,-1,0,0,0,0,0,1,0,0,-1,110147,110147,110147,110147,110147,110147,110147,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
36,Water: Slope (swimming) -- 水：斜面（泳げる）,1,110147,-1,0,0,0,0,0,1,0,0,-1,110147,110147,110147,110147,110147,110147,110147,-1,-1,-1,-1,-1,-1,-1,80,0.5,[0|0|0|0|0|0|0|0|0|0|0|0]
37,Water x grass (walkable) -- 水×草（歩ける）,1,110147,-1,1,0,1,0,0,1,0,0,-1,110147,110147,110147,110147,110147,110147,110147,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
38,Water x grass (swimming) -- 水×草（泳げる）,1,110147,-1,1,0,1,0,0,1,0,0,-1,110147,110147,110147,110147,110147,110147,110147,-1,-1,-1,-1,-1,-1,-1,80,0.5,[0|0|0|0|0|0|0|0|0|0|0|0]
39,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
40,cloud -- 雲,1,-1,-1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
41,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
42,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
43,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
44,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
45,Underwater soil -- 水中土,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
46,Underwater stone -- 水中石,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
47,Underwater tree -- 水中木,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
48,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
49,unused -- 未使用,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
80,Miasma -- 瘴気,1,-1,-1,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,1,[0|0|0|0|0|0|0|0|0|0|0|0]
