ID,Name,logicId,battleGoalID,eye_dist_perceive,eye_ang_upper_perceive,eye_ang_bottom_perceive,eye_ang_left_perceive,eye_ang_right_perceive,eye_BackOffsetDist_perceive,eye_BeginDist_perceive,corpse_eye_dist_rate,CorpseTargetForgetTime,BackHomeLife_OnHitEneWal,SightTargetForgetTime,idAttackCannotMove,ear_dist,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist_normal,BackHome_GuardActId,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,useWanderedOffPathInterrupt,pad8,disableDark,goalAction_ToCautionIndicationTarget,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,goalAction_ToFind,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_Underfloor,enableNaviFlg_Edge_Ordinary,enableNaviFlg_Jump,enableNaviFlg_pad,enableNaviFlg_reserve1,eye_ang_upper_normal,eye_ang_bottom_normal,eye_ang_left_normal,eye_ang_right_normal,aroundTargetIncrementPoint,platoonReplyTime,platoonReplyAddRandomTime,eye_dist_around,eye_ang_upper_around,eye_ang_bottom_around,eye_ang_left_around,eye_ang_right_around,eye_BackOffsetDist_around,eye_BeginDist_around,ignoreStealthTime,IndicationTargetForgetTime,IndicationTargetIncrementPoint,pad4,eye_BackOffsetDist_normal,eye_BeginDist_normal,actTypeOnFailedPath,goalAction_ToCautionImportant,pad1,actTypeOnNonBtlFailedPath,skipRaycastWhenAroundSearch,pad7,goalAction_ToCautionCorpseTarget,disableLocalSteering,goalAction_ToDisappear,changeStateAction_ToNormal,MemoryTargetForgetTime,pad3,
10100000,Ochimusha Protomap One-handed sword -- 落武者　プロトマップ　片手刀,101000,101000,40,60,60,30,30,4,3,25,150,6,15,3000,0.1,0,0,20,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],10,15,30,30,25,1,2,40,15,23,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100001,Ochimusha Protomap One-handed Sword Exclusive -- 落武者　プロトマップ　片手刀　専守,101000,101000,30,60,60,30,30,4,3,20,150,6,15,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],10,15,30,30,25,1,2,45,12,18,30,30,14,14,0,17,25,[0|0],4,4,2,1,[0|0|0|0],0,0,[0|0],1,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100002,Ochimusha Protomap One-handed sword open space Samurai general&#39;s companion -- 落武者　プロトマップ　片手刀　広場　侍大将のお供,101000,101000,30,60,60,30,30,4,3,20,150,6,15,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,18,30,30,25,1,2,45,18,22,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100003,Ochimusha Protomap One-handed sword for first battle -- 落武者　プロトマップ　片手刀　初戦闘用,101000,101000,40,60,60,28,28,4,3,25,150,6,15,3000,0.1,0,0,20,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],9,15,28,28,25,1,2,40,9,15,28,28,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100004,Ochimusha Protomap One-handed sword Do not go in the direction of sound -- 落武者　プロトマップ　片手刀　音方向に行かない,101000,101000,30,60,60,30,30,4,3,20,150,6,15,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,25,1,2,45,18,18,30,30,14,14,0,17,25,[0|0],4,4,2,1,[0|0|0|0],0,0,[0|0],1,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100005,Ochimusha Protomap One-handed Sword Stopper -- 落武者　プロトマップ　片手刀　ストッパー,101000,101000,60,60,60,30,30,4,3,10,150,6,15,3000,0.1,0,0,50,0,0,0,64,48,8,9,9,16,150,50,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,25,1,2,70,18,18,30,30,14,14,0,17,25,[0|0],4,4,2,1,[0|0|0|0],0,0,[0|0],1,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100006,Ochimusha Protomap One-handed sword stopper Short field of view -- 落武者　プロトマップ　片手刀　ストッパー　短視界,101000,101000,35,60,60,45,45,4,3,14,150,6,15,3000,0.1,0,0,35,0,0,0,64,48,8,9,9,16,150,35,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,45,45,25,1,2,55,18,18,45,45,14,14,0,17,25,[0|0],4,4,2,1,[0|0|0|0],0,0,[0|0],1,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100007,Ochimusha Protomap One-handed sword Stopper Position fixed -- 落武者　プロトマップ　片手刀　ストッパー　位置固定,101000,101000,18,60,60,45,45,4,3,28,150,6,15,3000,0.1,0,0,18,0,0,0,64,48,8,9,9,16,150,18,0,0,100,34,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,45,45,25,1,2,38,18,18,45,45,14,14,0,17,25,[0|0],4,4,2,1,[0|0|0|0],0,0,[0|0],1,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100008,Ochimusha Protomap One-handed sword Suspension bridge collapse aim only -- 落武者　プロトマップ　片手刀　吊橋崩落狙い専用,101000,101000,60,60,60,30,30,4,3,8,150,6,15,3000,0.1,0,0,60,0,0,0,64,48,8,9,9,16,150,60,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,25,1,2,80,18,18,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100009,Ochimusha Protomap One-handed sword Narrow / short field of view: For Proto2 -- 落武者　プロトマップ　片手刀　視界狭い/短い：プロト2用,101000,101000,16,60,60,8,8,4,3,31,150,6,15,3000,0.1,0,0,16,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,8,8,25,1,2,36,18,18,8,8,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100010,Ochimusha Protomap One-handed sword for steep slopes -- 落武者　プロトマップ　片手刀　急な坂用,101000,101000,45,60,60,30,30,4,3,20,150,6,15,3000,0.1,0,0,25,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,25,1,2,45,30,45,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100011,Ochimusha Protomap One-handed sword Samurai General Area_Monitor in front of stairs -- 落武者　プロトマップ　片手刀 侍大将エリア_階段前で監視,101000,101000,22,60,60,30,30,4,3,23,150,6,15,3000,0.1,0,0,22,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],25,18,30,30,25,1,2,42,30,22,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100012,Ochimusha Protomap One-handed sword Near the start of the stone wall Surveillance -- 落武者　プロトマップ　片手刀 スタート付近石垣の上　監視,101000,101000,32,60,60,30,30,4,3,16,150,6,15,3000,0.1,0,0,32,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,25,1,2,52,18,18,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100020,Ochimusha E3 One-handed sword -- 落武者　E3　片手刀,101000,101000,36,60,60,30,30,4,3,26,150,6,15,3000,0.1,0,0,19,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],9,15,30,30,25,1,2,36,10,23,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,1,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100021,Ochimusha E3 One-handed sword E3 Early return home -- 落武者　E3　片手刀　Ｅ３帰巣早め,101000,101000,40,60,60,30,30,4,3,25,150,6,15,3000,0.1,0,0,20,0,0,0,30,25,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],10,15,30,30,25,1,2,40,15,23,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100080,Ochimusha One-handed sword The voice of the end of the bridge [Conversation] -- 落武者　片手刀　橋にいる末期の声【会話】,101000,101000,40,60,60,30,30,4,3,25,150,6,15,3000,0.1,0,0,20,0,0,0,30,25,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],10,15,30,30,25,1,2,40,15,23,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100100,Ochimusha Protomap Eight Phases -- 落武者　プロトマップ　八相,101000,101010,40,60,60,30,30,4,3,25,150,6,15,3007,0.1,0,0,20,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],10,15,30,30,25,1,2,40,15,23,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
10100101,Ochimusha Protomap Eight Phases Long Visual -- 落武者　プロトマップ　八相　視覚長め,101000,101010,45,60,60,30,30,4,3,20,150,6,15,3007,0.1,0,0,25,0,0,0,64,48,8,9,9,16,150,12,0,0,100,34,0,0,0,2,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,[0|0],15,15,30,30,25,1,2,45,18,18,30,30,14,14,0,150,25,[0|0],4,4,2,3,[0|0|0|0],0,0,[0|0],3,0,2,0,150,[0|0|0|0|0|0|0|0|0|0|0|0]
