ID,Name,equipId,value,mtrlId,eventFlag,flagId_forRelease,sellQuantity,shopType,equipType,value_SAN,pad,value_Add,value_Magnification,
1100266,[Consumption] Release illusion -- 【消費】幻術解除,3530,72,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100267,[Consumption] Strengthening anti-spirit -- 【消費】対霊強化,3450,270,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100268,[Consumption] Strengthening resistance to electric shock -- 【消費】感電耐性強化,3230,45,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100300,Anayama partnership certificate -- 穴山の組合証,9061,-1,-1,71101800,-1,1,0,3,-1,[0|0],0,1
1100400,Gourd possession upper limit UP -- ひょうたん所持上限UP,4400,2000,-1,71102000,-1,1,0,3,-1,[0|0],0,1
1100401,[Consumption] Regeneration -- 【消費】リジェネ,3020,80,-1,71102010,-1,8,0,3,-1,[0|0],0,1
1100402,[Consumption] Disease recovery + resistance enhancement -- 【消費】病毒回復 + 耐性強化,3200,100,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100403,[Consumption] Recovery from fire + Strengthening resistance -- 【消費】炎上回復 + 耐性強化,3210,100,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100404,[Consumption] Recovery from madness + Strengthening resistance -- 【消費】発狂回復 + 耐性強化,3220,100,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100405,[Consumption] Strengthening defense -- 【消費】防御強化,3420,120,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100406,Kodachi hint -- 小太刀ヒント,9221,500,-1,71102050,-1,1,0,3,-1,[0|0],0,1
1100407,Finger whistle strengthening tips -- 指笛強化ヒント,9223,800,-1,71102060,8307,1,0,3,-1,[0|0],0,1
1100408,Transformation tips -- 変わり身ヒント,9225,500,-1,71102070,-1,1,0,3,-1,[0|0],0,1
1100409,[Consumption] Gold nugget_small -- 【消費】金塊_小,3700,110,-1,71102080,-1,3,0,3,-1,[0|0],0,1
1100410,[Consumption] Gold nugget _ Medium -- 【消費】金塊_中,3704,550,-1,71102090,-1,3,0,3,-1,[0|0],0,1
1100411,Dragon cough healing -- 竜咳治癒,5600,180,-1,71102100,9091,2,0,3,-1,[0|0],0,1
1100412,[Consumption] Release illusion -- 【消費】幻術解除,3530,80,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100413,[Consumption] Strengthening anti-spirit -- 【消費】対霊強化,3450,300,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100414,[Consumption] Strengthening resistance to electric shock -- 【消費】感電耐性強化,3230,50,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100415,General-purpose material: Steel 1 (fragment) -- 汎用素材：鋼鉄1（欠片）,6000,150,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100416,General-purpose material: Chemical magic 1 (fragment) -- 汎用素材：化学呪術1（欠片）,6100,150,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100417,Dragon cough healing refill -- 竜咳治癒おかわり,5600,240,-1,71102160,9096,1,0,3,-1,[0|0],0,1
1100450,Gourd possession upper limit UP -- ひょうたん所持上限UP,4400,1800,-1,71102000,-1,1,0,3,-1,[0|0],0,1
1100451,[Consumption] Regeneration -- 【消費】リジェネ,3020,72,-1,71102010,-1,8,0,3,-1,[0|0],0,1
1100452,[Consumption] Disease recovery + resistance enhancement -- 【消費】病毒回復 + 耐性強化,3200,90,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100453,[Consumption] Recovery from fire + Strengthening resistance -- 【消費】炎上回復 + 耐性強化,3210,90,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100454,[Consumption] Recovery from madness + Strengthening resistance -- 【消費】発狂回復 + 耐性強化,3220,90,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100455,[Consumption] Strengthening defense -- 【消費】防御強化,3420,108,-1,-1,-1,-1,0,3,-1,[0|0],0,1
1100456,Kodachi hint -- 小太刀ヒント,9221,450,-1,71102050,-1,1,0,3,-1,[0|0],0,1
1100457,Finger whistle strengthening tips -- 指笛強化ヒント,9223,720,-1,71102060,8307,1,0,3,-1,[0|0],0,1
1100458,Transformation tips -- 変わり身ヒント,9225,450,-1,71102070,-1,1,0,3,-1,[0|0],0,1
1100459,[Consumption] Gold nugget_small -- 【消費】金塊_小,3700,100,-1,71102080,-1,3,0,3,-1,[0|0],0,1
1100460,[Consumption] Gold nugget _ Medium -- 【消費】金塊_中,3704,500,-1,71102090,-1,3,0,3,-1,[0|0],0,1
1100461,Dragon cough healing -- 竜咳治癒,5600,162,-1,71102100,9091,2,0,3,-1,[0|0],0,1
1100462,[Consumption] Release illusion -- 【消費】幻術解除,3530,72,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100463,[Consumption] Strengthening anti-spirit -- 【消費】対霊強化,3450,270,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100464,[Consumption] Strengthening resistance to electric shock -- 【消費】感電耐性強化,3230,45,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100465,General-purpose material: Steel 1 (fragment) -- 汎用素材：鋼鉄1（欠片）,6000,135,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100466,General-purpose material: Chemical magic 1 (fragment) -- 汎用素材：化学呪術1（欠片）,6100,135,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1100467,Dragon cough healing refill -- 竜咳治癒おかわり,5600,216,-1,71102160,9096,1,0,3,-1,[0|0],0,1
1100500,Basic action lifted _ anti-aircraft shinobi killing -- 基本アクション解禁_対空忍殺,2450,2200,-1,71102200,9020,1,0,3,-1,[0|0],0,1
1100501,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,1500,-1,71102210,9021,1,0,3,-1,[0|0],0,1
1100502,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,1500,-1,71102220,9022,1,0,3,-1,[0|0],0,1
1100503,Prosthetic hand ninja tool creation_shuriken -- 義手忍具作成_手裏剣,9700,2800,-1,71102230,9023,1,0,3,-1,[0|0],0,1
1100504,Prosthetic hand ninja tool creation_prepared spear -- 義手忍具作成_仕込み槍,9780,2800,-1,71102240,9024,1,0,3,-1,[0|0],0,1
1100505,Gourd possession upper limit UP -- ひょうたん所持上限UP,4400,2400,-1,71102250,9025,1,0,3,-1,[0|0],0,1
1100506,Strengthening prosthetic hand ninja _ Shuriken _ Butterfly kunai -- 義手忍具強化_手裏剣_お蝶クナイ,9701,4500,-1,71102260,9026,1,0,3,-1,[0|0],0,1
1100507,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,2200,-1,71102270,9027,1,0,3,-1,[0|0],0,1
1100508,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,2200,-1,71102280,9028,1,0,3,-1,[0|0],0,1
1100509,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,2200,-1,71102290,9029,1,0,3,-1,[0|0],0,1
1100510,Prosthetic hand ninja tool creation_firecracker -- 義手忍具作成_爆竹,9710,2400,-1,71102300,9030,1,0,3,-1,[0|0],0,1
1100511,Gourd possession upper limit UP -- ひょうたん所持上限UP,4400,2400,-1,71102310,9031,1,0,3,-1,[0|0],0,1
1100512,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,2200,-1,71102320,9032,1,0,3,-1,[0|0],0,1
1100513,Mask Fragment C -- お面の破片C,5502,7500,-1,71102330,9033,1,0,3,-1,[0|0],0,1
1100514,Prosthetic hand ninja tool creation_iron fan -- 義手忍具作成_鉄扇,9760,2400,-1,71102340,9034,1,0,3,-1,[0|0],0,1
1100515,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,2200,-1,71102350,9035,1,0,3,-1,[0|0],0,1
1101000,Shuriken -- 手裏剣,70000,0,100000,71101600,6500,1,0,0,-1,[0|0],0,1
1101001,Firecracker -- 爆竹,71000,0,100010,71101610,6501,1,0,0,-1,[0|0],0,1
1101002,Ignition -- 発火,72000,0,100020,71101620,6502,1,0,0,-1,[0|0],0,1
1101003,Preparation ax -- 仕込み斧,73000,0,100030,71101630,6503,1,0,0,-1,[0|0],0,1
1101004,Transformation -- 変わり身,74000,0,100040,71101640,6504,1,0,0,-1,[0|0],0,1
1101005,Kodachi -- 仕込み小太刀,75000,0,100050,71101650,6505,1,0,0,-1,[0|0],0,1
1101006,Iron fan -- 鉄扇,76000,0,100060,71101660,6506,1,0,0,-1,[0|0],0,1
1101007,Turn the enemy -- 敵回し,77000,0,100070,71101670,6507,1,0,0,-1,[0|0],0,1
1101008,Preparation spear -- 仕込み槍,78000,0,100080,71101680,6508,1,0,0,-1,[0|0],0,1
1101009,Finger whistle -- 指笛,79000,0,100090,71101690,6509,1,0,0,-1,[0|0],0,1
1110000,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,1400,-1,71111000,-1,1,0,3,-1,[0|0],0,1
1110001,Mask Fragment C -- お面の破片C,5502,5000,-1,71111010,-1,1,0,3,-1,[0|0],0,1
1110002,[Consumption] Regeneration -- 【消費】リジェネ,3020,80,-1,71111020,-1,4,0,3,-1,[0|0],0,1
1110003,[Consumption] Self-illness poison -- 【消費】自病毒,3250,30,-1,71111030,-1,8,0,3,-1,[0|0],0,1
1110004,[Consumption] Gold nugget_small -- 【消費】金塊_小,3700,110,-1,71111040,-1,4,0,3,-1,[0|0],0,1
1110005,[Consumption] Gold nugget _ Medium -- 【消費】金塊_中,3704,550,-1,71111050,-1,3,0,3,-1,[0|0],0,1
1110006,[Consumption] Item drop rate UP -- 【消費】アイテムドロップ率UP,3620,50,-1,71111060,-1,2,0,3,-1,[0|0],0,1
1110007,Dragon cough healing -- 竜咳治癒,5600,180,-1,71111070,9092,1,0,3,-1,[0|0],0,1
1110008,[Consumption] Release illusion -- 【消費】幻術解除,3530,80,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110009,[Consumption] Strengthening anti-spirit -- 【消費】対霊強化,3450,300,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110010,[Consumption] Strengthening resistance to electric shock -- 【消費】感電耐性強化,3230,50,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110011,General-purpose material: Steel 1 (fragment) -- 汎用素材：鋼鉄1（欠片）,6000,150,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110012,General-purpose material: Chemical magic 1 (fragment) -- 汎用素材：化学呪術1（欠片）,6100,150,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110013,Dragon cough healing refill -- 竜咳治癒おかわり,5600,240,-1,71111130,9097,1,0,3,-1,[0|0],0,1
1110050,HP / Trunk UP Fragment -- HP/体幹UPの欠片,4000,1260,-1,71111000,-1,1,0,3,-1,[0|0],0,1
1110051,Mask Fragment C -- お面の破片C,5502,4500,-1,71111010,-1,1,0,3,-1,[0|0],0,1
1110052,[Consumption] Regeneration -- 【消費】リジェネ,3020,72,-1,71111020,-1,4,0,3,-1,[0|0],0,1
1110053,[Consumption] Self-illness poison -- 【消費】自病毒,3250,27,-1,71111030,-1,8,0,3,-1,[0|0],0,1
1110054,[Consumption] Gold nugget_small -- 【消費】金塊_小,3700,100,-1,71111040,-1,4,0,3,-1,[0|0],0,1
1110055,[Consumption] Gold nugget _ Medium -- 【消費】金塊_中,3704,500,-1,71111050,-1,3,0,3,-1,[0|0],0,1
1110056,[Consumption] Item drop rate UP -- 【消費】アイテムドロップ率UP,3620,45,-1,71111060,-1,2,0,3,-1,[0|0],0,1
1110057,Dragon cough healing -- 竜咳治癒,5600,162,-1,71111070,9092,1,0,3,-1,[0|0],0,1
1110058,[Consumption] Release illusion -- 【消費】幻術解除,3530,72,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110059,[Consumption] Strengthening anti-spirit -- 【消費】対霊強化,3450,270,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110060,[Consumption] Strengthening resistance to electric shock -- 【消費】感電耐性強化,3230,45,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110061,General-purpose material: Steel 1 (fragment) -- 汎用素材：鋼鉄1（欠片）,6000,135,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110062,General-purpose material: Chemical magic 1 (fragment) -- 汎用素材：化学呪術1（欠片）,6100,135,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1110063,Dragon cough healing refill -- 竜咳治癒おかわり,5600,216,-1,71111130,9097,1,0,3,-1,[0|0],0,1
1111400,Prosthetic hand ninja tool creation_iron fan -- 義手忍具作成_鉄扇,9760,1600,-1,71111500,-1,1,0,3,-1,[0|0],0,1
1111401,Basic action lifted _ anti-aircraft shinobi killing -- 基本アクション解禁_対空忍殺,2450,1200,-1,71111510,-1,1,0,3,-1,[0|0],0,1
1111402,[Consumption] Release illusion -- 【消費】幻術解除,3530,80,-1,71111520,9400,8,0,3,-1,[0|0],0,1
1111403,[Consumption] Attack enhancement_with disadvantages -- 【消費】攻撃強化_デメリット付き,3410,130,-1,71111530,-1,3,0,3,-1,[0|0],0,1
1111404,[Consumption] Suicide -- 【消費】自殺,3290,30,-1,71111540,-1,2,0,3,-1,[0|0],0,1
1111405,[Consumption] Release illusion -- 【消費】幻術解除,3530,80,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1111406,[Consumption] Strengthening anti-spirit -- 【消費】対霊強化,3450,300,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1111407,[Consumption] Strengthening resistance to electric shock -- 【消費】感電耐性強化,3230,50,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1111408,General-purpose material: Steel 1 (fragment) -- 汎用素材：鋼鉄1（欠片）,6000,150,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1111409,General-purpose material: Chemical magic 1 (fragment) -- 汎用素材：化学呪術1（欠片）,6100,150,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1111450,Prosthetic hand ninja tool creation_iron fan -- 義手忍具作成_鉄扇,9760,1440,-1,71111500,-1,1,0,3,-1,[0|0],0,1
1111451,Basic action lifted _ anti-aircraft shinobi killing -- 基本アクション解禁_対空忍殺,2450,1080,-1,71111510,-1,1,0,3,-1,[0|0],0,1
1111452,[Consumption] Release illusion -- 【消費】幻術解除,3530,72,-1,71111520,9400,8,0,3,-1,[0|0],0,1
1111453,[Consumption] Attack enhancement_with disadvantages -- 【消費】攻撃強化_デメリット付き,3410,117,-1,71111530,-1,3,0,3,-1,[0|0],0,1
1111454,[Consumption] Suicide -- 【消費】自殺,3290,27,-1,71111540,-1,2,0,3,-1,[0|0],0,1
1111455,[Consumption] Release illusion -- 【消費】幻術解除,3530,72,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1111456,[Consumption] Strengthening anti-spirit -- 【消費】対霊強化,3450,270,-1,-1,6021,-1,0,3,-1,[0|0],0,1
1111457,[Consumption] Strengthening resistance to electric shock -- 【消費】感電耐性強化,3230,45,-1,-1,6021,-1,0,3,-1,[0|0],0,1
