ID,Name,Slash_S,Slash_M,Slash_L,Slash_LL,Slash_LLL,Thrust_S,Thrust_M,Thrust_L,Thrust_LL,Thrust_LLL,Blow_S,Blow_M,Blow_L,Blow_LL,Blow_LLL,reserve,
220,Underwater meat -- 水中　肉,222001,222001,222001,222001,222001,222001,222001,222001,222001,222001,222001,222001,222001,222001,222001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
230,Physical bullet general purpose -- 物理弾丸汎用,223001,223001,223001,223001,223001,223001,223001,223001,223001,223001,223001,223001,223001,223001,223001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
240,Body fluid -- 体液,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
250,Drool -- よだれ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
260,Maggot -- 蛆,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
270,wax -- 蝋,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
280,Insect body fluid -- 虫体液,228001,228001,228001,228001,228001,228001,228001,228001,228001,228001,228001,228001,228001,228001,228001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
290,Meat under armor_front -- 鎧の下の肉_正面,229001,229001,229001,229001,229001,229001,229001,229001,229001,229001,229001,229001,229001,229001,229001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
300,Poisonous meat -- 毒肉,230001,230001,230001,230001,230001,230001,230001,230001,230001,230001,230001,230001,230001,230001,230001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
310,White meat -- 白肉,231001,231001,231001,231001,231001,231001,231001,231001,231001,231001,231001,231001,231001,231001,231001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
320,Carrion pieces -- 腐肉片,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
330,Ash demon -- 灰デーモン,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
340,lava -- 溶岩,234000,234401,234402,234402,234402,234400,234401,234402,234402,234402,234400,234401,234402,234402,234402,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
350,Spirit -- 霊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
360,Grief (effective) _front -- 怨霊（有効）_正面,236001,236001,236001,236001,236001,236001,236001,236001,236001,236001,236001,236001,236001,236001,236001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
370,Grief (invalid) _front -- 怨霊（無効）_正面,237001,237001,237001,237001,237001,237001,237001,237001,237001,237001,237001,237001,237001,237001,237001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
380,flame -- 炎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
390,Thunder -- 雷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
400,cloud -- 雲,240000,240001,240002,240003,240004,240000,240001,240002,240003,240004,240000,240001,240002,240003,240004,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
410,poison -- 毒,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
420,Snow map -- 雪　マップ,242000,242001,242002,242002,242002,242000,242001,242002,242002,242002,242000,242001,242002,242002,242002,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
430,Sparks and flames -- 火の粉と炎,243001,243001,243001,243001,243001,243001,243001,243001,243001,243001,243001,243001,243001,243001,243001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
440,Corrosion hit (gas) -- 蝕ヒット(気体),244001,244001,244001,244001,244001,244001,244001,244001,244001,244001,244001,244001,244001,244001,244001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
450,Corrosion hit (liquid) -- 蝕ヒット(液体),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
460,Energy (strong) -- エネルギー(強),246001,246001,246001,246001,246001,246001,246001,246001,246001,246001,246001,246001,246001,246001,246001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
470,Rock (Fat Demon) -- 岩(デブデーモン),247000,247001,247002,247002,247002,247000,247001,247002,247002,247002,247000,247001,247002,247002,247002,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
480,Autumn leaves -- 紅葉,248000,248001,248002,248003,248004,248000,248001,248002,248003,248004,248000,248001,248002,248003,248004,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
490,Straw (soft) -- 藁(柔),249000,249001,249002,249003,249003,249000,249001,249002,249003,249003,249000,249001,249002,249003,249003,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
500,Straw (hard) -- 藁(硬),249000,249001,249002,249003,249003,249000,249001,249002,249003,249003,249000,249001,249002,249003,249003,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
510,Reserve -- 予備,251001,251001,251001,251001,251001,251001,251001,251001,251001,251001,251001,251001,251001,251001,251001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
520,Jasuga sparks -- ジャスガ　火花,252001,252001,252001,252001,252001,252001,252001,252001,252001,252001,252001,252001,252001,252001,252001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
530,Jasuga shock wave -- ジャスガ　衝撃波,253001,253001,253001,253001,253001,253001,253001,253001,253001,253001,253001,253001,253001,253001,253001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
540,Reserve -- 予備,254000,254001,254002,254003,254004,254000,254001,254002,254003,254004,254000,254001,254002,254003,254004,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
550,Phantom (valid) -- 幻影（有効）,255001,255001,255001,255001,255001,255001,255001,255001,255001,255001,255001,255001,255001,255001,255001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
560,Phantom (invalid) -- 幻影（無効）,256001,256001,256001,256001,256001,256001,256001,256001,256001,256001,256001,256001,256001,256001,256001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
570,Jasuga shock wave (directivity) -- ジャスガ　衝撃波（指向性）,257001,257001,257001,257001,257001,257001,257001,257001,257001,257001,257001,257001,257001,257001,257001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
580,Sat Para Para -- 土パラパラ,226000,226000,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
590,Snow -- 雪パラパラ,226001,226001,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
600,Pebble para para -- 小石パラパラ,226002,226002,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
610,Guard shock wave (directivity) -- ガード　衝撃波（指向性）,261001,261001,261001,261001,261001,261001,261001,261001,261001,261001,261001,261001,261001,261001,261001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
620,ice -- 氷,262001,262001,262001,262001,262001,262001,262001,262001,262001,262001,262001,262001,262001,262001,262001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
630,Water splash no ripples -- 水飛沫 波紋ナシ,263000,263001,263002,263003,263004,263000,263001,263002,263003,263004,263000,263001,263002,263003,263004,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
650,Water splash ripple pear grass -- 水飛沫 波紋ナシ　草,265001,265001,265001,265001,265001,265001,265001,265001,265001,265001,265001,265001,265001,265001,265001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
660,Iron fan -- 鉄扇,266001,266001,266001,266001,266001,266001,266001,266001,266001,266001,266001,266001,266001,266001,266001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
680,Soil (underwater) -- 土(水中),268001,268001,268001,268001,268001,268001,268001,268001,268001,268001,268001,268001,268001,268001,268001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
690,Stone (underwater) -- 石(水中),269001,269001,269001,269001,269001,269001,269001,269001,269001,269001,269001,269001,269001,269001,269001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
700,Tree (underwater) -- 木(水中),270001,270001,270001,270001,270001,270001,270001,270001,270001,270001,270001,270001,270001,270001,270001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
710,Non-resisting NPC -- 無抵抗NPC,271001,271001,271001,271001,271001,271001,271001,271001,271001,271001,271001,271001,271001,271001,271001,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
