ID,Name,textId,textId_female,timeout,pad,soundId_pc,soundId0,soundId1,soundId2,soundId3,soundId4,soundId5,soundId6,soundId7,soundId0_pc_female,soundId0_female,soundId1_female,soundId2_female,soundId3_female,soundId4_female,soundId5_female,soundId6_female,soundId7_female,lookAtTarget_pc,lookAtTarget0,lookAtTarget1,lookAtTarget2,lookAtTarget3,lookAtTarget4,lookAtTarget5,lookAtTarget6,lookAtTarget7,talkAnimation_pc,talkAnimation0,talkAnimation1,talkAnimation2,talkAnimation3,talkAnimation4,talkAnimation5,talkAnimation6,talkAnimation7,lipSyncStart_pc,lipSyncStart0,lipSyncStart1,lipSyncStart2,lipSyncStart3,lipSyncStart4,lipSyncStart5,lipSyncStart6,lipSyncStart7,lipSyncTime_pc,lipSyncTime0,lipSyncTime1,lipSyncTime2,lipSyncTime3,lipSyncTime4,lipSyncTime5,lipSyncTime6,lipSyncTime7,pad1,
1000105,It&#39;s been a long time -- 久しいな,1000105,1000105,0,[0|0|0|0],-1,1000105,-1,-1,-1,-1,-1,-1,-1,-1,1000105,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1000106,Owl -- 梟のせがれよ,1000106,1000106,0,[0|0|0|0],-1,1000106,-1,-1,-1,-1,-1,-1,-1,-1,1000106,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1000107,Butterfly hall ... -- お蝶殿…,1000107,1000107,0,[0|0|0|0],-1,1000107,-1,-1,-1,-1,-1,-1,-1,-1,1000107,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1000108,Please go -- 行ってください,1000108,1000108,0,[0|0|0|0],-1,1000108,-1,-1,-1,-1,-1,-1,-1,-1,1000108,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1000109,You ... is ... -- そなた…は…,1000109,1000109,0,[0|0|0|0],-1,1000109,-1,-1,-1,-1,-1,-1,-1,-1,1000109,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1000110,Do what you need to do -- 為すべきことを、為すのです,1000110,1000110,0,[0|0|0|0],-1,1000110,-1,-1,-1,-1,-1,-1,-1,-1,1000110,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1000111,…I understand -- …分かりました,1000111,1000111,0,[0|0|0|0],-1,1000111,-1,-1,-1,-1,-1,-1,-1,-1,1000111,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1000112,Well- let&#39;s do it -- さて、やろうか、せがれ殿,1000112,1000112,0,[0|0|0|0],-1,1000112,-1,-1,-1,-1,-1,-1,-1,-1,1000112,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100000,(Hmm ...!?) -- （っ…！？）,1100000,1100000,0,[0|0|0|0],-1,1100000,-1,-1,-1,-1,-1,-1,-1,-1,1100000,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100001,this is… -- これは…,1100001,1100001,0,[0|0|0|0],-1,1100001,-1,-1,-1,-1,-1,-1,-1,-1,1100001,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100002,You seem to have awakened -- 目覚めたようじゃな,1100002,1100002,0,[0|0|0|0],-1,1100002,-1,-1,-1,-1,-1,-1,-1,-1,1100002,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100003,Apparently- it&#39;s not decided to die yet -- どうやら、まだ死ぬ定めではないと見える,1100003,1100003,0,[0|0|0|0],-1,1100003,-1,-1,-1,-1,-1,-1,-1,-1,1100003,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100100,Close your eyes and listen to the bell -- 目をつぶり、鈴の声を聞いてやるといい,1100100,1100100,0,[0|0|0|0],-1,1100100,-1,-1,-1,-1,-1,-1,-1,-1,1100100,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100101,The sound of the bell will awaken -- その鈴の音が、呼び覚ますじゃろう,1100101,1100101,0,[0|0|0|0],-1,1100101,-1,-1,-1,-1,-1,-1,-1,-1,1100101,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100102,I&#39;m asleep- your old memory -- 眠っちまってる、お前さんの古い記憶を,1100102,1100102,0,[0|0|0|0],-1,1100102,-1,-1,-1,-1,-1,-1,-1,-1,1100102,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100200,Goho ... Goho ... -- ゴホッ…　ゴホッ…,1100200,1100200,0,[0|0|0|0],-1,1100200,-1,-1,-1,-1,-1,-1,-1,-1,1100200,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100201,Uuu… -- う…　うう…,1100201,1100201,0,[0|0|0|0],-1,1100201,-1,-1,-1,-1,-1,-1,-1,-1,1100201,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100202,Hmm ... you ... it looks like you&#39;re awake -- フンッ…　お前さん…　目覚めたようじゃな,1100202,1100202,0,[0|0|0|0],-1,1100202,-1,-1,-1,-1,-1,-1,-1,-1,1100202,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100203,Causal -- 因果よの,1100203,1100203,0,[0|0|0|0],-1,1100203,-1,-1,-1,-1,-1,-1,-1,-1,1100203,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1100204,You can&#39;t die easily -- お前さん、なかなかに死にきれぬようじゃ,1100204,1100204,0,[0|0|0|0],-1,1100204,-1,-1,-1,-1,-1,-1,-1,-1,1100204,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101000,How is your grandfather? -- 御祖父様のご様子はどうだ,1101000,1101000,0,[0|0|0|0],-1,1101000,-1,-1,-1,-1,-1,-1,-1,-1,1101000,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101001,Isshin-sama ... It&#39;s strange that he keeps his life. -- 一心様は…命を保っておられるのが、不思議なほどです,1101001,1101001,0,[0|0|0|0],-1,1101001,-1,-1,-1,-1,-1,-1,-1,-1,1101001,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101002,…Really -- …そうか,1101002,1101002,0,[0|0|0|0],-1,1101002,-1,-1,-1,-1,-1,-1,-1,-1,1101002,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101003,Son- say it again -- 御子よ、もう一度言う,1101003,1101003,0,[0|0|0|0],-1,1101003,-1,-1,-1,-1,-1,-1,-1,-1,1101003,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101004,Make a promise of immortality with me -- 不死の契りを、俺と結べ,1101004,1101004,0,[0|0|0|0],-1,1101004,-1,-1,-1,-1,-1,-1,-1,-1,1101004,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101005,I can&#39;t do it- Genichiro -- できませぬ、弦一郎殿,1101005,1101005,0,[0|0|0|0],-1,1101005,-1,-1,-1,-1,-1,-1,-1,-1,1101005,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101006,Even if you lose once -- たとえ一度、敗れるとも,1101006,1101006,0,[0|0|0|0],-1,1101006,-1,-1,-1,-1,-1,-1,-1,-1,1101006,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101007,Bet your life and be sure to regain the Lord -- 命を賭し、主を必ず取り戻す,1101007,1101007,0,[0|0|0|0],-1,1101007,-1,-1,-1,-1,-1,-1,-1,-1,1101007,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101008,If it becomes my shinobi -- それが、我が忍びなれば,1101008,1101008,0,[0|0|0|0],-1,1101008,-1,-1,-1,-1,-1,-1,-1,-1,1101008,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101009,I came to pick you up -- お迎えに参上いたしました,1101009,1101009,0,[0|0|0|0],-1,1101009,-1,-1,-1,-1,-1,-1,-1,-1,1101009,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101010,Now for a while -- 今、暫く,1101010,1101010,0,[0|0|0|0],-1,1101010,-1,-1,-1,-1,-1,-1,-1,-1,1101010,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101011,Please wait -- お待ちくだされ,1101011,1101011,0,[0|0|0|0],-1,1101011,-1,-1,-1,-1,-1,-1,-1,-1,1101011,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101012,got it… -- なるほどな…,1101012,1101012,0,[0|0|0|0],-1,1101012,-1,-1,-1,-1,-1,-1,-1,-1,1101012,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101013,As long as you don&#39;t kill you -- 貴様を殺し切らぬ限り,1101013,1101013,0,[0|0|0|0],-1,1101013,-1,-1,-1,-1,-1,-1,-1,-1,1101013,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101014,It seems that I can&#39;t get the dragon seed -- 竜胤を、我が手にはできぬようだな,1101014,1101014,0,[0|0|0|0],-1,1101014,-1,-1,-1,-1,-1,-1,-1,-1,1101014,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101100,It ’s wonderful ... -- 見事だ…　御子の忍びよ,1101100,1101100,0,[0|0|0|0],-1,1101100,-1,-1,-1,-1,-1,-1,-1,-1,1101100,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101101,Regrettable -- 惜しいな,1101101,1101101,0,[0|0|0|0],-1,1101101,-1,-1,-1,-1,-1,-1,-1,-1,1101101,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101102,Are you going to change the Lord? -- 主を変えるつもりは、無いか,1101102,1101102,0,[0|0|0|0],-1,1101102,-1,-1,-1,-1,-1,-1,-1,-1,1101102,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101103,Junk -- 戯言を,1101103,1101103,0,[0|0|0|0],-1,1101103,-1,-1,-1,-1,-1,-1,-1,-1,1101103,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101104,If it&#39;s a joke ...? -- 戯言だと…？,1101104,1101104,0,[0|0|0|0],-1,1101104,-1,-1,-1,-1,-1,-1,-1,-1,1101104,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101105,If I want to protect this reed name -- 俺は、この葦名を守るためならば,1101105,1101105,0,[0|0|0|0],-1,1101105,-1,-1,-1,-1,-1,-1,-1,-1,1101105,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101106,Whatever heretical power -- どのような異端の力であれ,1101106,1101106,0,[0|0|0|0],-1,1101106,-1,-1,-1,-1,-1,-1,-1,-1,1101106,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101107,Show me -- 従えて見せる,1101107,1101107,0,[0|0|0|0],-1,1101107,-1,-1,-1,-1,-1,-1,-1,-1,1101107,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101108,Tomoe&#39;s thunder- let&#39;s show you -- 巴の雷、見せてやろう,1101108,1101108,0,[0|0|0|0],-1,1101108,-1,-1,-1,-1,-1,-1,-1,-1,1101108,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101200,You ... won -- 貴方が…勝ったのですね,1101200,1101200,0,[0|0|0|0],-1,1101200,-1,-1,-1,-1,-1,-1,-1,-1,1101200,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101201,Lord ... -- お主…,1101201,1101201,0,[0|0|0|0],-1,1101201,-1,-1,-1,-1,-1,-1,-1,-1,1101201,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101202,I&#39;m not going to fight -- 争うつもりはありません,1101202,1101202,0,[0|0|0|0],-1,1101202,-1,-1,-1,-1,-1,-1,-1,-1,1101202,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101203,Shinobi of the Son ... (!) -- 御子の忍びよ…（っ！）,1101203,1101203,0,[0|0|0|0],-1,1101203,-1,-1,-1,-1,-1,-1,-1,-1,1101203,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101204,Genichiro-dono- what if weird young water ... -- 弦一郎殿、もしや変若水を…,1101204,1101204,0,[0|0|0|0],-1,1101204,-1,-1,-1,-1,-1,-1,-1,-1,1101204,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101205,Ashina- this country is all about me -- 葦名は、この国は、俺のすべてだ,1101205,1101205,0,[0|0|0|0],-1,1101205,-1,-1,-1,-1,-1,-1,-1,-1,1101205,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101206,For that reason I -- そのためなら俺は,1101206,1101206,0,[0|0|0|0],-1,1101206,-1,-1,-1,-1,-1,-1,-1,-1,1101206,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101207,Let&#39;s stop humans -- 人間をやめよう,1101207,1101207,0,[0|0|0|0],-1,1101207,-1,-1,-1,-1,-1,-1,-1,-1,1101207,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101208,Returning from the dead -- 死人帰りか,1101208,1101208,0,[0|0|0|0],-1,1101208,-1,-1,-1,-1,-1,-1,-1,-1,1101208,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101209,Oh…… -- ああ……,1101209,1101209,0,[0|0|0|0],-1,1101209,-1,-1,-1,-1,-1,-1,-1,-1,1101209,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
1101210,Farewell…! -- さらば…！,1101210,1101210,0,[0|0|0|0],-1,1101210,-1,-1,-1,-1,-1,-1,-1,-1,1101210,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,[0|0]
