ID,Name,eventflagId,bonfireEntityId,msgId,menuTextId,menuImageId,menuPageNo,isHome,blockCultId,grayoutEventflagId,pad1,
1111,Inside the castle tower -- 天守内部,11110001,1111951,201111,0,2201111,2,0,0,11110011,[0|0|0|0]
1112,attic -- 屋根裏部屋,11110007,1111957,201117,0,2201117,2,0,0,11110017,[0|0|0|0]
1113,Castle tower observation floor -- 天守展望階,11110002,1111952,201112,0,2201112,2,0,0,11110012,[0|0|0|0]
1114,Meditation room -- 瞑想部屋,11110003,1111953,201113,0,2201113,2,0,0,11110013,[0|0|0|0]
1115,In front of the inner garden -- 内庭前,11110006,1111956,201116,0,2201116,2,0,0,11110016,[0|0|0|0]
1116,White Snake Shrine -- 白蛇神社,11110004,1111954,201114,0,2201114,2,0,0,11110014,[0|0|0|0]
1117,Inside the stone wall -- 石垣内部,11110005,1111955,201115,0,2201115,2,0,0,11110015,[0|0|0|0]
1118,Before the connection turret -- 接続櫓前,11120001,1121951,201121,0,2201121,2,0,0,11120011,[0|0|0|0]
1119,Before loophole -- 抜け穴前,11120000,1121950,201120,0,2201120,2,0,0,11120010,[0|0|0|0]
1300,Prison cave -- 牢獄洞窟,11300000,1301950,201300,0,4201300,4,0,0,11300010,[0|0|0|0]
1301,Limestone cave -- 鍾乳洞窟,11300001,1301951,201301,0,4201301,4,0,0,11300011,[0|0|0|0]
1500,Valley crack -- 谷の亀裂,11700005,1701955,201705,0,7201705,7,0,0,11700015,[0|0|0|0]
1501,Former Bodhisattva -- 旧菩薩谷,11700004,1701954,201704,0,7201704,7,0,0,11700014,[0|0|0|0]
1502,Fountain cave -- 泉の洞窟,11700006,1701956,201706,0,7201706,7,0,0,11700016,[0|0|0|0]
1503,Phantom forest -- 幻影の森,11500000,1501950,201500,0,7201500,7,0,0,11500010,[0|0|0|0]
1504,Village border -- 村境,11500001,1501951,201501,0,7201501,7,0,0,11500011,[0|0|0|0]
1505,Team leader&#39;s house -- 班長の家,11500002,1501952,201502,0,7201502,7,0,0,11500012,[0|0|0|0]
1506,In front of the stone door -- 石扉前,11500003,1501953,201503,0,7201503,7,0,0,11500013,[0|0|0|0]
1700,Valley entrance -- 谷の入り口,11700007,1701957,201707,0,6201707,6,0,0,11700017,[0|0|0|0]
1701,Wide valley -- 広い谷,11700000,1701950,201700,0,6201700,6,0,0,11700010,[0|0|0|0]
1702,Deep fort -- 砦深部,11700001,1701951,201701,0,6201701,6,0,0,11700011,[0|0|0|0]
1703,Natural cave -- 自然洞窟,11700002,1701952,201702,0,6201702,6,0,0,11700012,[0|0|0|0]
1704,Bodhisattva Lake -- 菩薩湖,11700008,1701958,201708,0,6201708,6,0,0,11700018,[0|0|0|0]
1705,Statue of Mother -- 太母像,11700003,1701953,201703,0,6201703,6,0,0,11700013,[0|0|0|0]
2000,Kuri -- 庫裏,12000000,2001950,202000,0,5202000,5,0,0,12000010,[0|0|0|0]
2001,Shugendo -- 修験道,12000001,2001951,202001,0,5202001,5,0,0,12000011,[0|0|0|0]
2002,Precincts -- 境内,12000002,2001952,202002,0,5202002,5,0,0,12000012,[0|0|0|0]
2003,Main hall -- 本堂,12000003,2001953,202003,0,5202003,5,0,0,12000013,[0|0|0|0]
2004,Hidden main hall -- 隠し本堂,12000004,2001954,202004,0,5202004,5,0,0,12000014,[0|0|0|0]
2005,Jaya Cave -- 蛇谷洞窟,12000005,2001955,202005,0,5202005,5,0,0,12000015,[0|0|0|0]
2006,Bell tower -- 鐘楼堂,12000006,2001956,202006,0,5202006,5,0,0,12000016,[0|0|0|0]
2500,In front of the city -- 都前,12500000,2501950,202500,0,8202500,8,0,0,12500010,[0|0|0|0]
2501,City entrance -- 都入口,12500001,2501951,202501,0,8202501,8,0,0,12500011,[0|0|0|0]
2502,In front of the mansion -- 屋敷前,12500006,2501956,202506,0,8202506,8,0,0,12500016,[0|0|0|0]
2503,In front of the inside -- 内裏前,12500002,2501952,202502,0,8202502,8,0,0,12500012,[0|0|0|0]
2504,Big stage -- 大舞台,12500003,2501953,202503,0,8202503,8,0,0,12500013,[0|0|0|0]
2505,In front of the back -- 後宮前,12500004,2501954,202504,0,8202504,8,0,0,12500014,[0|0|0|0]
2506,Carp feeding ground -- 鯉の餌やり場,12500007,2501957,202507,0,8202507,8,0,0,12500017,[0|0|0|0]
2507,Off the big stage -- 大舞台の外れ,12500008,2501958,202508,0,8202508,8,0,0,12500018,[0|0|0|0]
2508,Sanctuary -- 神域,12500005,2501955,202505,0,8202505,8,0,0,12500015,[0|0|0|0]
