ID,Name,CommandID,CaptionID,FaceParamID,TableID,ViewCondition,PreviewMode,reserved,
67,-----{cheek -- -----｛頬,10,420024,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
68,Cheekbone height -- 頬骨の高さ,1,423110,55,422112,0,2,[0|0|0|0|0|0|0|0|0|0|0]
69,Cheekbone depth -- 頬骨の深さ,1,423111,56,422114,0,2,[0|0|0|0|0|0|0|0|0|0|0]
70,The size of the cheekbones -- 頬骨の広さ,1,423112,57,422116,0,2,[0|0|0|0|0|0|0|0|0|0|0]
71,Uneven cheeks -- 頬の凹凸,1,423113,58,422118,0,2,[0|0|0|0|0|0|0|0|0|0|0]
72,cheek -- 頬,1,423114,59,422120,0,2,[0|0|0|0|0|0|0|0|0|0|0]
73,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
74,-----{lips -- -----｛唇,10,420025,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
75,Lip shape -- 唇の形,1,423120,61,422122,0,2,[0|0|0|0|0|0|0|0|0|0|0]
76,Facial expression on the mouth -- 口元の表情,1,423121,62,422124,0,2,[0|0|0|0|0|0|0|0|0|0|0]
77,Lip bulge -- 唇の膨らみ,1,423122,63,422126,0,2,[0|0|0|0|0|0|0|0|0|0|0]
78,Lip size -- 唇の大きさ,1,423123,64,422128,0,2,[0|0|0|0|0|0|0|0|0|0|0]
79,Concavo-convex lips -- 唇の凹凸,1,423124,65,422130,0,2,[0|0|0|0|0|0|0|0|0|0|0]
80,Lip thickness -- 唇の厚さ,1,423125,66,422132,0,2,[0|0|0|0|0|0|0|0|0|0|0]
81,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
82,-----{mouth -- -----｛口,10,420026,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
83,Concavo-convex mouth -- 口の凹凸,1,423130,67,422134,0,2,[0|0|0|0|0|0|0|0|0|0|0]
84,Mouth tilt -- 口の傾き,1,423131,68,422136,0,2,[0|0|0|0|0|0|0|0|0|0|0]
85,Engagement -- かみ合わせ,1,423132,69,422138,0,2,[0|0|0|0|0|0|0|0|0|0|0]
86,Mouth position -- 口の位置,1,423133,70,422140,0,2,[0|0|0|0|0|0|0|0|0|0|0]
87,Mouth width -- 口の幅,1,423134,71,422142,0,2,[0|0|0|0|0|0|0|0|0|0|0]
88,Distance from mouth to chin -- 口から顎先の距離,1,423135,72,422144,0,2,[0|0|0|0|0|0|0|0|0|0|0]
89,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
90,-----{lower jaw -- -----｛下顎,10,420027,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
91,Before and after the tip of the chin -- 顎先端の前後,1,423140,76,422146,0,2,[0|0|0|0|0|0|0|0|0|0|0]
92,Jaw length -- 顎先の長さ,1,423141,77,422148,0,2,[0|0|0|0|0|0|0|0|0|0|0]
93,Chin protrusion -- 顎先の突き出し,1,423142,78,422150,0,2,[0|0|0|0|0|0|0|0|0|0|0]
94,Jaw depth -- 顎先の深さ,1,423143,79,422152,0,2,[0|0|0|0|0|0|0|0|0|0|0]
95,Jaw size -- 顎先の大きさ,1,423144,80,422154,0,2,[0|0|0|0|0|0|0|0|0|0|0]
96,Jaw height -- 顎先の高さ,1,423145,81,422156,0,2,[0|0|0|0|0|0|0|0|0|0|0]
97,Jaw size -- 顎先の広さ,1,423146,82,422158,0,2,[0|0|0|0|0|0|0|0|0|0|0]
98,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
99,----- {Maxilla -- -----｛上顎,10,420028,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
100,Jaw stick out -- 顎の突き出し,1,423150,83,422160,0,2,[0|0|0|0|0|0|0|0|0|0|0]
101,Jaw width -- 顎の幅,1,423151,84,422162,0,2,[0|0|0|0|0|0|0|0|0|0|0]
102,Lower chin -- 顎下部,1,423152,85,422164,0,2,[0|0|0|0|0|0|0|0|0|0|0]
103,Jaw contour -- 顎の輪郭,1,423153,86,422166,0,2,[0|0|0|0|0|0|0|0|0|0|0]
104,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
105,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
106,----- {Hair / Eyebrows / Beard / Eyelashes -- -----｛髪/眉/髭/まつげ,10,420015,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
107,Hair / eyebrows / beard color -- 髪/眉/髭色,2,420029,147,300,0,2,[0|0|0|0|0|0|0|0|0|0|0]
108,hair -- 髪,3,420030,103,700,0,2,[0|0|0|0|0|0|0|0|0|0|0]
109,Hair color -- 髪色,2,420031,118,300,0,2,[0|0|0|0|0|0|0|0|0|0|0]
110,eyebrow -- 眉,3,420032,104,500,0,2,[0|0|0|0|0|0|0|0|0|0|0]
111,Eyebrow color -- 眉色,2,420033,121,300,0,2,[0|0|0|0|0|0|0|0|0|0|0]
112,beard -- 髭,3,420034,106,600,1,2,[0|0|0|0|0|0|0|0|0|0|0]
113,beard -- 髭,3,420034,106,620,2,2,[0|0|0|0|0|0|0|0|0|0|0]
114,Beard color -- 髭色,2,420035,127,300,0,2,[0|0|0|0|0|0|0|0|0|0|0]
115,eyelash -- まつげ,3,420036,105,1100,0,2,[0|0|0|0|0|0|0|0|0|0|0]
116,Eyelash color -- まつげ色,2,420037,124,300,0,2,[0|0|0|0|0|0|0|0|0|0|0]
117,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
118,-----{pupil -- -----｛瞳,10,420016,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
119,Both eyes -- 両瞳,3,420038,143,1000,0,2,[0|0|0|0|0|0|0|0|0|0|0]
120,Color of both eyes -- 両瞳の色,2,420039,144,200,0,2,[0|0|0|0|0|0|0|0|0|0|0]
121,Right pupil -- 右瞳,3,420040,102,300,0,2,[0|0|0|0|0|0|0|0|0|0|0]
122,Right eye color -- 右瞳の色,2,420041,115,200,0,2,[0|0|0|0|0|0|0|0|0|0|0]
123,Left pupil -- 左瞳,3,420042,101,400,0,2,[0|0|0|0|0|0|0|0|0|0|0]
124,Left eye color -- 左瞳の色,2,420043,112,200,0,2,[0|0|0|0|0|0|0|0|0|0|0]
125,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
126,-----{make up -- -----｛化粧,10,420051,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
127,Brightness of the eyes -- 目元の明るさ,1,423030,38,422036,0,2,[0|0|0|0|0|0|0|0|0|0|0]
128,Brightness of the orbit -- 眼窩の明るさ,1,423031,39,422038,0,2,[0|0|0|0|0|0|0|0|0|0|0]
129,Eyelid brightness -- まぶたの明るさ,1,423032,40,422040,0,2,[0|0|0|0|0|0|0|0|0|0|0]
130,Eyelid color -- まぶたの色,1,423033,41,422042,0,2,[0|0|0|0|0|0|0|0|0|0|0]
131,eyeliner -- アイライナー,1,423034,42,422044,0,2,[0|0|0|0|0|0|0|0|0|0|0]
132,Eye shadow -- アイシャドー,1,423035,43,422046,0,2,[0|0|0|0|0|0|0|0|0|0|0]
133,Lipstick 1 -- 口紅1,1,423040,74,422048,0,2,[0|0|0|0|0|0|0|0|0|0|0]
134,Lipstick 2 -- 口紅2,1,423041,75,422050,0,2,[0|0|0|0|0|0|0|0|0|0|0]
135,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
136,----- {Tattoo / Bruise -- -----｛入れ墨/痣,10,420017,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
137,Tattoos / bruises -- 入れ墨/痣,3,420044,108,800,0,2,[0|0|0|0|0|0|0|0|0|0|0]
138,Tattoo / bruise color -- 入れ墨/痣の色,2,420045,133,500,0,2,[0|0|0|0|0|0|0|0|0|0|0]
139,----- {Tattoo / Bruise Adjustment -- -----｛入れ墨/痣の調整,10,420046,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
140,Position up and down -- 位置 上下,1,423160,151,422168,0,2,[0|0|0|0|0|0|0|0|0|0|0]
141,Position left and right -- 位置 左右,1,423161,150,422170,0,2,[0|0|0|0|0|0|0|0|0|0|0]
142,angle -- 角度,1,423162,152,422172,0,2,[0|0|0|0|0|0|0|0|0|0|0]
143,Expansion rate -- 拡大率,1,423163,153,422174,0,2,[0|0|0|0|0|0|0|0|0|0|0]
144,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
145,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
146,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
147,Skin color base -- 肌色ベース,2,420004,109,100,0,2,[0|0|0|0|0|0|0|0|0|0|0]
148,----- {Details of skin color -- -----｛肌色詳細,10,420005,0,0,3,2,[0|0|0|0|0|0|0|0|0|0|0]
149,Skin brightness -- 肌の明るさ,1,423010,8,422010,0,2,[0|0|0|0|0|0|0|0|0|0|0]
150,Skin color adjustment 1 -- 肌色調整1,1,423011,9,422012,0,2,[0|0|0|0|0|0|0|0|0|0|0]
151,Skin color adjustment 2 -- 肌色調整2,1,423012,10,422014,0,2,[0|0|0|0|0|0|0|0|0|0|0]
152,Skin color adjustment 3 -- 肌色調整3,1,423013,11,422016,0,2,[0|0|0|0|0|0|0|0|0|0|0]
153,Skin color adjustment 4 -- 肌色調整4,1,423017,7,422018,0,2,[0|0|0|0|0|0|0|0|0|0|0]
154,Nose bridge color -- 鼻梁の色,1,423014,12,422020,0,2,[0|0|0|0|0|0|0|0|0|0|0]
155,Cheek color -- 頬の色,1,423015,13,422022,0,2,[0|0|0|0|0|0|0|0|0|0|0]
156,Law line -- 法令線,1,423016,60,422024,0,2,[0|0|0|0|0|0|0|0|0|0|0]
157,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
158,----- {Details of face -- -----｛顔つき詳細,10,420007,0,0,3,2,[0|0|0|0|0|0|0|0|0|0|0]
159,Similar face -- 似た顔,12,420049,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
160,----- {Characteristics -- -----｛特徴付け,10,420011,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
161,Age image -- 年齢イメージ,1,423020,96,422030,0,2,[0|0|0|0|0|0|0|0|0|0|0]
162,Gender image -- 性別イメージ,1,423021,97,422032,0,2,[0|0|0|0|0|0|0|0|0|0|0]
163,Shape exaggeration -- 形状誇張,1,423022,99,422034,0,2,[0|0|0|0|0|0|0|0|0|0|0]
164,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
165,----- {Face shape -- -----｛顔の形状,10,420012,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
166,----- {Face balance -- -----｛顔のバランス,10,420018,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
167,Nose occupancy -- 鼻の占める比率,1,423050,0,422052,0,2,[0|0|0|0|0|0|0|0|0|0|0]
168,Nose to forehead ratio -- 鼻と額の比率,1,423051,1,422054,0,2,[0|0|0|0|0|0|0|0|0|0|0]
169,Unevenness of the face -- 顔の凹凸,1,423052,3,422056,0,2,[0|0|0|0|0|0|0|0|0|0|0]
170,Top and bottom spacing of face parts -- 顔パーツの上下の間隔,1,423053,4,422058,0,2,[0|0|0|0|0|0|0|0|0|0|0]
171,Tilt of face parts -- 顔パーツの傾き,1,423054,5,422060,0,2,[0|0|0|0|0|0|0|0|0|0|0]
172,Left and right spacing of face parts -- 顔パーツの左右の間隔,1,423055,6,422062,0,2,[0|0|0|0|0|0|0|0|0|0|0]
173,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
174,----- {Forehead / glabellar -- -----｛額/眉間,10,420019,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
175,Forehead depth -- 額の深さ,1,423060,15,422064,0,2,[0|0|0|0|0|0|0|0|0|0|0]
176,Unevenness of the forehead -- 額の凹凸,1,423061,16,422066,0,2,[0|0|0|0|0|0|0|0|0|0|0]
177,Height of the upper part of the bridge of the nose -- 鼻梁上部の高さ,1,423062,17,422068,0,2,[0|0|0|0|0|0|0|0|0|0|0]
178,Concavities and convexities above the bridge of the nose 1 -- 鼻梁上部の凹凸1,1,423063,18,422070,0,2,[0|0|0|0|0|0|0|0|0|0|0]
179,Unevenness on the upper part of the bridge of the nose 2 -- 鼻梁上部の凹凸2,1,423064,19,422072,0,2,[0|0|0|0|0|0|0|0|0|0|0]
180,Width of the upper part of the bridge of the nose -- 鼻梁上部の幅,1,423065,20,422074,0,2,[0|0|0|0|0|0|0|0|0|0|0]
181,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
182,----- {Eyebrows -- -----｛眉骨,10,420020,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
183,Eyebrow height -- 眉骨の高さ,1,423070,21,422076,0,2,[0|0|0|0|0|0|0|0|0|0|0]
184,Inner edge of the eyebrow -- 眉骨の内端,1,423071,22,422078,0,2,[0|0|0|0|0|0|0|0|0|0|0]
185,Outer edge of the eyebrow -- 眉骨の外端,1,423072,23,422080,0,2,[0|0|0|0|0|0|0|0|0|0|0]
186,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
187,-----{eye -- -----｛眼,10,420021,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
188,Eye position -- 眼の位置,1,423080,31,422082,0,2,[0|0|0|0|0|0|0|0|0|0|0]
189,Eye size -- 眼の大きさ,1,423081,32,422084,0,2,[0|0|0|0|0|0|0|0|0|0|0]
190,Eye tilt -- 眼の傾き,1,423082,33,422086,0,2,[0|0|0|0|0|0|0|0|0|0|0]
191,Eye spacing -- 眼の間隔,1,423083,34,422088,0,2,[0|0|0|0|0|0|0|0|0|0|0]
192,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
193,----- {nose muscle -- -----｛鼻筋,10,420022,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
194,Depth of the nose -- 鼻筋の深さ,1,423090,44,422090,0,2,[0|0|0|0|0|0|0|0|0|0|0]
195,Nose length -- 鼻筋の長さ,1,423091,45,422092,0,2,[0|0|0|0|0|0|0|0|0|0|0]
196,Nose position -- 鼻の位置,1,423092,46,422094,0,2,[0|0|0|0|0|0|0|0|0|0|0]
197,Nose height -- 鼻先の高さ,1,423093,47,422096,0,2,[0|0|0|0|0|0|0|0|0|0|0]
198,Unevenness of the nose -- 鼻の凹凸,1,423094,48,422098,0,2,[0|0|0|0|0|0|0|0|0|0|0]
199,Nose height -- 鼻の高さ,1,423095,49,422100,0,2,[0|0|0|0|0|0|0|0|0|0|0]
200,Nose tilt -- 鼻の傾斜,1,423096,50,422102,0,2,[0|0|0|0|0|0|0|0|0|0|0]
201,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
202,----- {Nose -- -----｛小鼻,10,420023,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
203,Inclination of the nose -- 小鼻の傾斜,1,423100,51,422104,0,2,[0|0|0|0|0|0|0|0|0|0|0]
204,Nose size -- 小鼻の大きさ,1,423101,52,422106,0,2,[0|0|0|0|0|0|0|0|0|0|0]
205,Nose width -- 小鼻の幅,1,423102,53,422108,0,2,[0|0|0|0|0|0|0|0|0|0|0]
206,Nostril size -- 鼻孔の大きさ,1,423103,54,422110,0,2,[0|0|0|0|0|0|0|0|0|0|0]
207,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
208,-----{cheek -- -----｛頬,10,420024,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
209,Cheekbone height -- 頬骨の高さ,1,423110,55,422112,0,2,[0|0|0|0|0|0|0|0|0|0|0]
210,Cheekbone depth -- 頬骨の深さ,1,423111,56,422114,0,2,[0|0|0|0|0|0|0|0|0|0|0]
211,The size of the cheekbones -- 頬骨の広さ,1,423112,57,422116,0,2,[0|0|0|0|0|0|0|0|0|0|0]
212,Uneven cheeks -- 頬の凹凸,1,423113,58,422118,0,2,[0|0|0|0|0|0|0|0|0|0|0]
213,cheek -- 頬,1,423114,59,422120,0,2,[0|0|0|0|0|0|0|0|0|0|0]
214,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
215,-----{lips -- -----｛唇,10,420025,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
216,Lip shape -- 唇の形,1,423120,61,422122,0,2,[0|0|0|0|0|0|0|0|0|0|0]
217,Facial expression on the mouth -- 口元の表情,1,423121,62,422124,0,2,[0|0|0|0|0|0|0|0|0|0|0]
218,Lip bulge -- 唇の膨らみ,1,423122,63,422126,0,2,[0|0|0|0|0|0|0|0|0|0|0]
219,Lip size -- 唇の大きさ,1,423123,64,422128,0,2,[0|0|0|0|0|0|0|0|0|0|0]
220,Concavo-convex lips -- 唇の凹凸,1,423124,65,422130,0,2,[0|0|0|0|0|0|0|0|0|0|0]
221,Lip thickness -- 唇の厚さ,1,423125,66,422132,0,2,[0|0|0|0|0|0|0|0|0|0|0]
222,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
223,-----{mouth -- -----｛口,10,420026,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
224,Concavo-convex mouth -- 口の凹凸,1,423130,67,422134,0,2,[0|0|0|0|0|0|0|0|0|0|0]
225,Mouth tilt -- 口の傾き,1,423131,68,422136,0,2,[0|0|0|0|0|0|0|0|0|0|0]
226,Engagement -- かみ合わせ,1,423132,69,422138,0,2,[0|0|0|0|0|0|0|0|0|0|0]
227,Mouth position -- 口の位置,1,423133,70,422140,0,2,[0|0|0|0|0|0|0|0|0|0|0]
228,Mouth width -- 口の幅,1,423134,71,422142,0,2,[0|0|0|0|0|0|0|0|0|0|0]
229,Distance from mouth to chin -- 口から顎先の距離,1,423135,72,422144,0,2,[0|0|0|0|0|0|0|0|0|0|0]
230,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
231,-----{lower jaw -- -----｛下顎,10,420027,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
232,Before and after the tip of the chin -- 顎先端の前後,1,423140,76,422146,0,2,[0|0|0|0|0|0|0|0|0|0|0]
233,Jaw length -- 顎先の長さ,1,423141,77,422148,0,2,[0|0|0|0|0|0|0|0|0|0|0]
234,Chin protrusion -- 顎先の突き出し,1,423142,78,422150,0,2,[0|0|0|0|0|0|0|0|0|0|0]
235,Jaw depth -- 顎先の深さ,1,423143,79,422152,0,2,[0|0|0|0|0|0|0|0|0|0|0]
236,Jaw size -- 顎先の大きさ,1,423144,80,422154,0,2,[0|0|0|0|0|0|0|0|0|0|0]
237,Jaw height -- 顎先の高さ,1,423145,81,422156,0,2,[0|0|0|0|0|0|0|0|0|0|0]
238,Jaw size -- 顎先の広さ,1,423146,82,422158,0,2,[0|0|0|0|0|0|0|0|0|0|0]
239,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
240,----- {Maxilla -- -----｛上顎,10,420028,0,0,0,2,[0|0|0|0|0|0|0|0|0|0|0]
241,Jaw stick out -- 顎の突き出し,1,423150,83,422160,0,2,[0|0|0|0|0|0|0|0|0|0|0]
242,Jaw width -- 顎の幅,1,423151,84,422162,0,2,[0|0|0|0|0|0|0|0|0|0|0]
243,Lower chin -- 顎下部,1,423152,85,422164,0,2,[0|0|0|0|0|0|0|0|0|0|0]
244,Jaw contour -- 顎の輪郭,1,423153,86,422166,0,2,[0|0|0|0|0|0|0|0|0|0|0]
245,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
246,} ----- -- ｝-----,11,0,0,0,0,0,[0|0|0|0|0|0|0|0|0|0|0]
