ID,Name,targetMarkerType,extendWireActionDistance,pad0,recognitionAngleUp,recognitionAngleDown,recognitionAngleLeft,recognitionAngleRight,chrPhysicsHomingIdOffset,pad1,
13701,c1370 Fire cow only 1 -- c1370火牛専用1,1,0,[0|0],90,90,180,180,13701,[0|0|0|0|0|0|0|0]
50200,c5020 Red demon only 0 -- c5020赤鬼専用0,1,0,[0|0],90,50,80,80,50200,[0|0|0|0|0|0|0|0]
50201,c5020 Red Demon Only 1 -- c5020赤鬼専用1,1,0,[0|0],90,50,80,80,50201,[0|0|0|0|0|0|0|0]
50202,c5020 Red Demon Only 2 -- c5020赤鬼専用2,1,0,[0|0],90,50,80,80,50202,[0|0|0|0|0|0|0|0]
50600,c5060_ Ninja Army Chief 0 -- c5060_忍軍の長0,1,0,[0|0],90,90,180,180,50600,[0|0|0|0|0|0|0|0]
50601,c5060_ Ninja Army Chief 1 -- c5060_忍軍の長1,1,0,[0|0],90,90,180,180,50601,[0|0|0|0|0|0|0|0]
50602,c5060_ Ninja Army Chief 2 -- c5060_忍軍の長2,1,0,[0|0],90,90,180,180,50602,[0|0|0|0|0|0|0|0]
50800,c5080 Horse-riding warrior only 0 -- c5080騎馬武者専用0,1,10,[0|0],90,90,180,180,50800,[0|0|0|0|0|0|0|0]
50801,c5080 Horse-riding warrior only 1 -- c5080騎馬武者専用1,1,10,[0|0],90,90,180,180,50801,[0|0|0|0|0|0|0|0]
50802,c5080 Horse-riding warrior only 2 -- c5080騎馬武者専用2,1,10,[0|0],90,90,180,180,50802,[0|0|0|0|0|0|0|0]
50803,c5080 Horse-riding warrior only 3 -- c5080騎馬武者専用3,1,10,[0|0],90,90,180,180,50803,[0|0|0|0|0|0|0|0]
50804,c5080 Horse-riding warrior only 4 -- c5080騎馬武者専用4,1,10,[0|0],90,90,180,180,50804,[0|0|0|0|0|0|0|0]
51000,c5100 For Yasha Ape only -- c5100夜叉猿専用,1,0,[0|0],90,90,180,180,51000,[0|0|0|0|0|0|0|0]
52000,c5200 Mermaid dragon only 0 -- c5200人魚竜専用0,0,0,[0|0],90,90,180,180,52000,[0|0|0|0|0|0|0|0]
52001,c5200 Mermaid Dragon Only 1 -- c5200人魚竜専用1,0,0,[0|0],90,90,180,180,52001,[0|0|0|0|0|0|0|0]
52005,c5200 Mermaid Dragon Only 5 -- c5200人魚竜専用5,1,0,[0|0],90,90,180,180,52005,[0|0|0|0|0|0|0|0]
52006,c5200 Mermaid Dragon Only 6 -- c5200人魚竜専用6,1,0,[0|0],90,90,180,180,52006,[0|0|0|0|0|0|0|0]
53100,c5310 tentacles -- c5310触手,0,0,[0|0],90,90,180,180,53100,[0|0|0|0|0|0|0|0]
53200,c5320 Okiryu (Large) Exclusive 0 -- c5320翁竜（大）専用0,1,0,[0|0],90,90,180,180,53200,[0|0|0|0|0|0|0|0]
53201,c5320 Okiryu (Large) Exclusive 1 -- c5320翁竜（大）専用1,1,0,[0|0],90,90,180,180,53201,[0|0|0|0|0|0|0|0]
53202,c5320 Okiryu (Large) Exclusive 2 -- c5320翁竜（大）専用2,1,0,[0|0],90,90,180,180,53201,[0|0|0|0|0|0|0|0]
70200,c7020 Buddhist demon only 0 -- c7020仏師鬼専用0,1,15,[0|0],90,90,180,180,70200,[0|0|0|0|0|0|0|0]
70201,c7020 Buddhist demon only 1 -- c7020仏師鬼専用1,1,30,[0|0],90,90,180,180,70201,[0|0|0|0|0|0|0|0]
70210,c7021 Demon Buddha only -- c7021鬼仏専用,1,0,[0|0],90,90,180,180,70210,[0|0|0|0|0|0|0|0]
