ID,Name,edgeColorA,frontColorA,diffMulColorA,specMulColorA,lightColorA,edgeColorR,edgeColorG,edgeColorB,frontColorR,frontColorG,frontColorB,diffMulColorR,diffMulColorG,diffMulColorB,specMulColorR,specMulColorG,specMulColorB,lightColorR,lightColorG,lightColorB,reserve,alpha,blendRate,blendType,isEdgeSubtract,isFrontSubtract,isNo2Pass,
14,Servant Phantom -- 下僕ファントム,0.5,1,1,1,1,255,255,255,0,0,0,0,0,0,255,255,255,150,160,192,0,1,1,0,1,0,0
15,Normal phantom phantom -- 通常幻影ファントム,0.19,0.19,1,1,1,255,255,255,128,128,128,32,32,32,0,0,0,0,0,0,0,0.75,1,3,1,0,0
16,Kagaribi Phantom Phantom -- 篝火幻影ファントム,0.25,0.06,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0.3,0,1,0,0
17,Tomb Spirit Phantom -- 墓霊ファントム,1,0.5,1,1,1,115,150,150,15,25,25,0,0,0,255,255,255,60,90,90,0,0.1,1,3,0,0,0
18,Weapon Enchantment_Physical Enhancement -- 武器エンチャント_物理強化,1,0.04,1,1,1,64,128,160,64,128,160,0,0,0,64,128,160,64,128,160,0,1,1,0,0,0,0
19,Weapon Enchantment_Magic Enhancement -- 武器エンチャント_魔力強化,0.8,0.1,0.8,0.8,1,70,180,255,80,155,255,220,230,255,220,230,255,64,200,255,0,1,0.5,0,0,0,0
20,Weapon Enchantment_Lightning Enhancement -- 武器エンチャント_雷強化,1,0.08,1,1,1,255,255,50,255,200,0,0,0,0,255,255,50,255,200,0,0,1,0.5,0,0,0,0
21,Weapon Enchantment_Fire Enhancement -- 武器エンチャント_炎強化,1,0.08,1,1,1,255,178,114,255,128,64,0,0,0,255,178,114,255,128,64,0,1,0.5,0,0,0,0
22,Weapon Enchantment_Darkness Enhancement -- 武器エンチャント_闇強化,1,0.08,1,1,1,150,100,255,175,150,200,0,0,0,255,200,255,175,150,200,0,1,0.5,0,0,0,0
23,Weapon Enchantment_Poison Enhancement -- 武器エンチャント_毒強化,1,0.08,1,1,1,210,242,82,160,192,32,0,0,0,210,242,82,160,192,32,0,1,0.5,0,0,0,0
24,Weapon Enchantment_Bleeding Enhancement -- 武器エンチャント_出血強化,0.5,0.08,1,1,1,255,178,114,255,128,64,0,0,0,255,178,114,255,128,64,0,1,0.5,0,0,0,0
25,Weapon Enchantment_Weapon Destruction Enhancement -- 武器エンチャント_武器破壊強化,0.5,0.04,1,1,1,64,128,160,64,128,160,0,0,0,64,128,160,64,128,160,0,1,1,0,0,0,0
26,Weapon Enchantment_Curly Enhancement -- 武器エンチャント_呪強化,0.5,0.04,1,1,1,64,128,160,64,128,160,0,0,0,64,128,160,64,128,160,0,1,1,0,0,0,0
27,Phantom Ghost Phantom (tentative name) -- 幻影霊ファントム（仮称）,0.5,1,1,1,1,255,255,255,0,0,0,0,0,0,255,255,255,150,160,192,0,1,1,0,1,0,0
28,Weapon Enchantment_Cold -- 武器エンチャント_冷気,1,0.08,1,1,1,115,255,255,64,200,255,0,0,0,115,255,255,64,200,255,0,1,0.5,0,0,0,0
29,Weapon Enchantment_Sacred -- 武器エンチャント_神聖,1.5,0.05,1,1,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,0.5,0,0,0,0
30,Weapon Enchantment_Magic Strengthening (Strong) -- 武器エンチャント_魔力強化（強）,1,0.08,1,1,1,150,150,255,100,100,255,0,0,0,150,150,255,100,100,255,0,1,0.5,0,0,0,0
31,Ghost Knight_Ghost State -- 亡霊騎士_亡霊状態,0.19,0.19,1,1,1,255,255,255,128,128,128,32,32,32,0,0,0,0,0,0,0,0.75,1,3,1,0,0
32,Painting guard illusion -- 絵画守　幻影,1,0,1,1,1,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,0.3,1,0,0,0,0
33,Old King of Erosion Illusion -- 蝕の老王　幻影,1,0,0.1,0.2,0,190,170,255,255,255,255,255,255,255,255,255,255,64,200,255,0,0.7,1,1,0,0,0
35,Firewood King Test -- 薪の王テスト,0,0,1,1,4,200,125,95,255,255,255,220,220,220,220,220,220,230,120,30,0,1,1,0,0,0,0
36,Firewood King Test (with edge) -- 薪の王テスト（エッジあり）,1,0,1,1,4,200,125,95,255,255,255,220,220,220,220,220,220,230,120,30,0,1,1,0,0,0,0
40,Tiger translucent -- トラ　半透明,1,1,0,1,0.63,150,200,255,0,0,0,255,255,255,150,200,255,255,255,255,0,0.2,1,1,0,0,1
41,Tiger completely transparent -- トラ　完全に透明,1,1,0,1,0.63,150,200,255,0,0,0,255,255,255,150,200,255,255,255,255,0,0,1,1,0,0,1
42,Tiger normal -- トラ　通常,0.63,0.5,0.78,1,1,200,225,255,255,225,225,255,255,255,200,225,255,255,255,255,0,1,1,0,0,1,0
43,Black tiger normal -- 黒トラ　通常,0.13,1,0.5,0.25,1,255,255,255,0,0,0,160,0,0,200,225,255,255,255,255,0,1,0.75,0,1,0,0
50,Shield Enchantment_Strengthen Magic -- 盾エンチャント_魔力強化,0.8,0.1,0.8,0.8,1,70,180,255,80,155,255,220,230,255,220,230,255,64,200,255,0,1,0.5,0,0,0,0
51,Shield Enchantment_Strengthen Magic -- 盾エンチャント_魔力強化,1,0.04,1,1,1,64,200,255,32,100,128,0,0,0,64,200,255,32,100,128,0,1,1,0,0,0,0
52,Shield Enchantment_Lightning Enhancement -- 盾エンチャント_雷強化,1,0.04,1,1,1,255,200,0,125,100,0,0,0,0,255,200,0,125,100,0,0,1,1,0,0,0,0
53,Shield Enchantment_Fire Enhancement -- 盾エンチャント_炎強化,1,0.04,1,1,1,255,128,64,128,64,32,0,0,0,255,128,64,128,64,32,0,1,1,0,0,0,0
54,Shield Enchantment_Darkness Enhancement -- 盾エンチャント_闇強化,1,0.04,1,1,1,175,150,200,125,100,150,0,0,0,175,150,200,125,100,150,0,1,1,0,0,0,0
55,Shield Enchantment_Poison Enhancement -- 盾エンチャント_毒強化,1,0.04,1,1,1,160,192,32,80,96,16,0,0,0,160,192,32,80,96,16,0,1,1,0,0,0,0
56,Shield Enchantment_Bleeding Enhancement -- 盾エンチャント_出血強化,0.5,0.04,1,1,1,255,128,64,128,64,32,0,0,0,255,128,64,128,64,32,0,1,1,0,0,0,0
57,Shield Enchantment_Enhanced Shield Destruction -- 盾エンチャント_盾破壊強化,0.5,0.04,1,1,1,64,128,160,64,128,160,0,0,0,64,128,160,64,128,160,0,1,1,0,0,0,0
58,Shield Enchantment_Curly Enhancement -- 盾エンチャント_呪強化,0.5,0.04,1,1,1,64,128,160,64,128,160,0,0,0,64,128,160,64,128,160,0,1,1,0,0,0,0
59,Shield Enchantment_Cold -- 盾エンチャント_冷気,1,0.04,1,1,1,64,200,255,32,100,128,0,0,0,64,200,255,32,100,128,0,1,1,0,0,0,0
60,Dark spirit -- 闇霊,0.6,0,0.2,0.2,0,255,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,1,1,0,0,0,0
61,Shirorei -- 白霊,0.5,0,0.5,1,0,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,0,1,1,0,0,0,0
62,Wandering illusion -- 徘徊幻影,1,0,0,0,1,255,255,255,0,0,0,0,0,0,0,0,0,160,160,160,0,0.3,1,0,0,0,0
63,Blood stain illusion -- 血痕幻影,0.3,2,0,0,1,255,0,0,220,200,200,0,0,0,0,0,0,160,160,160,0,0.4,1,0,0,0,0
64,Sun White Spirit -- 太陽白霊,2,0,1,1,3,255,180,0,0,0,0,255,255,255,255,255,255,255,230,160,0,1,1,0,0,0,0
65,Sun red spirit -- 太陽赤霊,1.5,0,0,0.4,5,255,230,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1,1,0,0,0,0
66,Berserker White Spirit -- バーサーカー白霊,1,0,1,1,1,180,0,255,0,0,0,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0
67,Berserker Red Spirit -- バーサーカー赤霊,1,0,0,0.4,5,180,0,255,0,0,0,0,0,0,255,0,0,255,0,0,0,1,1,0,0,0,0
68,Sinner hero spirit -- 罪人英雄霊,2,0,1,1,1,40,165,110,0,0,0,255,255,255,255,255,255,230,255,175,0,1,1,0,0,0,0
69,Sinner hunting spirit -- 罪人狩り霊,1.5,0,0,0.4,5,40,165,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1,1,0,0,0,0
70,Red Scare Spirit (Red Scare 1- Dark Moon) -- 赤狩り霊（赤狩り1、暗月）,1,0,1,1,2,0,50,255,0,0,0,255,255,255,255,255,255,200,230,255,0,1,1,0,0,0,0
71,Rosalia Guardian Spirit -- ロザリア守護霊,1,0,0,0.4,5,255,255,255,0,0,0,0,0,0,0,0,255,0,0,255,0,1,1,0,0,0,0
72,Map Guardian Spirit (Forest) -- マップ守護霊（森）,1,0,0,0.4,5,255,160,0,0,0,0,0,0,0,0,0,255,0,0,255,0,1,1,0,0,0,0
73,Map Guardian Spirit (Anor) -- マップ守護霊（アノール）,1,0,0,0.4,5,150,200,0,0,0,0,0,0,0,0,0,255,0,0,255,0,1,1,0,0,0,0
74,Sign illusion (white spirit preview) -- サイン幻影(白霊プレビュー),1,0,1,1,0,160,160,160,160,160,160,255,255,255,255,255,255,160,160,160,0,0.5,1,3,0,0,0
75,Kagaribi illusion -- 篝火幻影,0,0,1,1,0,255,255,255,160,160,160,255,255,255,255,255,255,160,160,160,0,0.6,1,1,0,0,0
76,NPC illusion -- NPC幻影,1,0,0,0,1,255,255,255,0,0,0,0,0,0,0,0,0,160,160,160,0,0.1,1,3,0,0,0
80,Shirorei -- 白霊,0.5,0,0.5,1,0,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,0,1,1,0,0,0,0
81,Dark spirit -- 闇霊,0.6,0,0.2,0.2,0,255,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,1,1,0,0,0,0
82,Red Scare Spirit (early) -- 赤狩り霊（初期）,0.5,0,0.1,0.1,0,30,100,200,0,0,0,255,255,255,255,255,255,200,230,255,0,1,1,0,0,0,0
83,Red Scare Spirit (Orthodox) -- 赤狩り霊（正統）,0.6,0,0.4,0.4,5,190,200,255,0,0,0,60,80,255,60,80,255,120,170,200,0,1,1,0,0,0,0
84,Red Scare Spirit (Orthodox) Lv2 -- 赤狩り霊（正統）　Lv2,0.6,0,0.4,0.4,5,190,200,255,0,0,0,60,80,255,60,80,255,120,170,200,0,1,1,0,0,0,0
85,Sun White Spirit -- 太陽白霊,0.9,0.03,0.3,0.3,0,255,170,0,255,50,0,255,100,0,255,100,0,0,0,0,0,1,1,0,0,0,0
86,Sun dark spirit -- 太陽闇霊,0.8,0,0.3,0.3,4,255,0,0,255,50,0,255,180,0,255,180,0,255,180,0,0,1,1,0,0,0,0
87,Berserker White Spirit -- バーサーカー白霊,0.5,0,0.1,0.1,0,220,0,180,0,0,0,255,255,255,255,255,255,255,120,0,0,1,1,0,0,0,0
88,Berserka White Spirit / Dark Spirit -- バーサーカ　白霊・闇霊,0.5,0,0.1,0.1,0,220,0,180,0,0,0,255,255,255,255,255,255,255,120,0,0,1,1,0,0,0,0
89,Boss Guardian Dark Spirit -- ボス守護者闇霊,0.6,0,0,0,0,255,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,1,1,0,0,0,0
90,Map Guardian Dark Spirit (Forest) -- マップ守護者闇霊（森）,1,0,0.1,0.1,10,0,50,255,0,0,0,190,80,255,190,80,255,170,80,255,0,1,1,0,0,0,0
91,Map Guardian Dark Spirit (Anor) -- マップ守護者闇霊（アノール）,0.6,0,0.1,0.1,3,100,160,255,0,0,0,255,0,200,255,0,150,255,0,140,0,1,1,0,0,0,0
101,Small White Phantom-Remaining Time-Medium -- 小白ファントム-残り時間-中,0.63,0,0.5,0.5,0.5,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,1,1,0,0,0,0
102,White Phantom-Remaining Time-Medium -- 白ファントム-残り時間-中,0.5,0.02,0.5,0.5,0.5,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0
103,Small Money Phantom-Remaining Time-Medium -- 小金ファントム-残り時間-中,0.5,0.5,0.5,0.5,0.5,160,96,0,0,8,160,255,255,255,255,255,255,160,96,0,0,1,1,0,0,1,0
104,Gold Phantom-Remaining Time-Medium -- 金ファントム-残り時間-中,0.5,1,0.5,0.5,0.5,255,160,0,0,32,255,255,255,255,255,255,255,255,160,0,0,1,1,0,0,1,0
105,Red Phantom 0-Remaining Time-Medium -- 赤ファントム0-残り時間-中,0.5,1,0.5,0.5,0.5,160,64,32,32,255,255,255,255,255,255,255,255,255,0,0,0,1,0.5,0,0,1,0
106,Red Phantom 1-Remaining Time-Medium -- 赤ファントム1-残り時間-中,1,1,0.5,0.5,0.5,160,64,32,32,255,255,255,255,255,255,255,255,255,0,0,0,1,0.5,0,0,1,0
107,Red Phantom 2-Remaining Time-Medium -- 赤ファントム2-残り時間-中,0.5,1,0.5,0.5,0.5,255,255,255,32,255,255,255,255,255,255,255,255,255,200,200,0,1,1,0,0,1,0
108,Red Phantom 3-Remaining Time-Medium -- 赤ファントム3-残り時間-中,1,1,1,1,1,255,255,255,32,255,255,255,255,255,255,255,255,255,200,200,0,1,1,0,0,1,0
109,Black Phantom-Remaining Time-Medium -- 黒ファントム-残り時間-中,1,1,0.5,0.5,0.25,0,255,255,64,255,200,255,255,255,255,255,255,255,0,32,0,1,1,0,1,1,0
170,Red Scare Spirit Lv2 -- 赤狩り霊 Lv2,1,0,1,1,2,0,50,255,0,0,0,255,255,255,255,255,255,200,230,255,0,1,1,0,0,0,0
181,Dark Spirit (Preview) -- 闇霊（プレビュー）,0.6,0,0.2,0.2,0,255,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0.5,1,3,0,0,0
185,Sun White Spirit (Preview) -- 太陽白霊（プレビュー）,0.9,0.03,0.3,0.3,0,255,170,0,255,50,0,255,100,0,255,100,0,0,0,0,0,0.5,1,3,0,0,0
186,Sun Dark Spirit (Preview) -- 太陽闇霊（プレビュー）,0.8,0,0.3,0.3,4,255,0,0,255,50,0,255,180,0,255,180,0,255,180,0,0,0.5,1,3,0,0,0
187,Berserker (preview) -- バーサーカー（プレビュー）,0.5,0,0.1,0.1,0,220,0,180,0,0,0,255,255,255,255,255,255,255,120,0,0,0.5,1,3,0,0,0
201,Small White Phantom-Remaining Time-Small -- 小白ファントム-残り時間-小,0.25,0,0,0,0,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,0,1,1,0,0,0,0
202,White Phantom-Time Remaining-Small -- 白ファントム-残り時間-小,0.25,0.02,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,1,1,0,0,0,0
203,Small Gold Phantom-Remaining Time-Small -- 小金ファントム-残り時間-小,0.25,0,0,0,0,160,96,0,0,8,160,255,255,255,255,255,255,160,96,0,0,1,1,0,0,1,0
204,Gold Phantom-Time Remaining-Small -- 金ファントム-残り時間-小,0.25,1,0,0,0,255,160,0,0,32,255,255,255,255,255,255,255,255,160,0,0,1,1,0,0,1,0
205,Red Phantom 0-Time Remaining-Small -- 赤ファントム0-残り時間-小,0.25,1,0,0,0,160,64,32,32,255,255,255,255,255,255,255,255,255,0,0,0,1,0.5,0,0,1,0
206,Red Phantom 1-Time Remaining-Small -- 赤ファントム1-残り時間-小,0.63,1,1,1,1,160,64,32,32,255,255,255,255,255,255,255,255,255,0,0,0,1,0.5,0,0,1,0
207,Red Phantom 2-Remaining Time-Small -- 赤ファントム2-残り時間-小,0.25,1,0,0,0,255,255,255,32,255,255,255,255,255,255,255,255,255,200,200,0,1,1,0,0,1,0
208,Red Phantom 3-Remaining Time-Small -- 赤ファントム3-残り時間-小,1,1,1,1,1,255,255,255,32,255,255,255,255,255,255,255,255,255,200,200,0,1,1,0,0,1,0
209,Black Phantom-Time Remaining-Small -- 黒ファントム-残り時間-小,1,0.5,1,1,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0.04,1,3,1,0,0
300,Chigo Monkey_Seeing Monkey -- 稚児猿_見る猿,10,0,0,0,1,67,28,158,89,28,158,51,28,158,51,28,158,109,28,158,0,0.15,1,1,0,0,0
301,Chigo monkey _ listening monkey -- 稚児猿_聞き猿,0,0,1,0,0,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0.4,1,3,0,0,0
302,Chigo monkey_say monkey -- 稚児猿_言う猿,10,0,0,0,1,154,60,41,140,57,48,145,62,41,154,46,41,154,46,41,0,0.18,1,3,0,0,0
303,Chigo monkey _ visible monkey -- 稚児猿_見え猿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,3,0,0,0
305,Chigo monkey _ temple miscellaneous fish -- 稚児猿_寺雑魚,0.5,0,0.5,1,0,255,255,255,0,0,0,255,255,255,255,255,255,0,0,0,0,1,1,0,0,0,0
310,Chigo monkey_PG for survey request -- 稚児猿_ＰＧ調査依頼用,10,0,0,0,1,51,28,158,51,28,158,51,28,158,51,28,158,51,28,158,0,0.25,1,1,0,0,0
320,Phantom bandit_temporary response -- 幻影野盗_仮対応,0.4,0,1,0,1,125,125,125,200,200,255,0,0,0,160,160,160,160,160,160,0,0.7,1,0,0,0,0
321,Phantom Haunting Monk -- 幻影破戒僧,0.4,0.05,2,0,30,255,25,125,200,200,255,255,200,200,160,160,160,155,30,0,0,0.2,1,0,0,0,0
330,Revenge spirit -- 復讐霊,0.5,1,1,1,1,155,145,160,0,0,0,0,0,0,255,255,255,150,160,192,0,1,1,0,0,0,0
340,Phantom [Past Conversation] -- 幻影【過去会話】,1,0.1,0,1,1,185,155,155,255,255,185,160,160,160,160,160,160,160,130,160,0,0.3,1,0,0,0,0
341,Phantom Outdoor [Past Conversation] -- 幻影屋外【過去会話】,1,0.1,0,1,1,185,155,155,255,255,185,160,160,160,160,160,160,160,130,160,0,0.7,1,0,0,0,0
350,[Sick Village] Phantom Haunting Monk_A -- 【病み村】幻影破戒僧_A,0.8,0,1,0,15,50,50,50,62,0,15,60,50,110,220,220,220,230,120,30,0,0.8,1,0,0,0,0
360,[Sick Village] Phantom Haunting Monk_B -- 【病み村】幻影破戒僧_B,1,0,1.6,1,6,75,75,95,40,62,100,168,170,255,220,220,220,85,85,85,0,0.85,1,0,0,0,0
370,[C1370] No underwater neck -- 【c1370】水中首無し,1,0,1.6,1,3,75,75,95,40,62,100,168,170,255,220,220,220,85,85,85,0,0.85,1,0,0,0,0
