ID,Name,camDistTarget,rotRangeMinX,lockRotXShiftRatio,chrOrgOffset_Y,chrLockRangeMaxRadius,camFovY,chrLockRangeMaxRadius_forD,chrLockRangeMaxRadius_forPD,closeMaxHeight,closeMinHeight,closeAngRange,closeMaxRadius,closeMaxRadius_forD,closeMaxRadius_forPD,bulletMaxRadius,bulletMaxRadius_forD,bulletMaxRadius_forPD,bulletAngRange,pad,
3200,Underwater_rise -- 水中_上昇,4.5,0,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3220,Underwater_rise_nishikigoi -- 水中_上昇_錦鯉,12,0,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3400,Underwater_descent -- 水中_下降,4.5,0,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3420,Underwater_descent_nishikigoi -- 水中_下降_錦鯉,12,0,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3700,Underwater_waiting for resurrection -- 水中_復活待機,7.5,-80,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
3720,Underwater_Resurrection waiting_Nishikigoi -- 水中_復活待機_錦鯉,15,-80,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4300,Water → Underwater -- 水上→水中,4.5,0,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
4400,Underwater → on the water -- 水中→水上,4.5,0,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5050,Nishikigoi -- 錦鯉,9,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5055,Nishikigoi_Bridge event -- 錦鯉_橋イベント用,6.5,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5060,Ninja Army Chief -- 忍軍の長,5,-40,0.4,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100,Yasha Ape _ pull a little -- 夜叉猿_ちょっと引く,5.5,-40,0.35,3,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5101,Yasha Ape_pull strongly -- 夜叉猿_強く引く,7,-40,0.35,3,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5102,Yasha Ape_for close quarters battle -- 夜叉猿_近接戦闘用,7.5,-40,0.15,3,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5110,Yasha Monkey (Map) -- 夜叉猿（マップ）,6,-40,0.35,3,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5200,Mermaid dragon (princess) -- 人魚竜(姫),7,-60,0.35,10,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5201,Mermaid Dragon (Princess) _ Camera at the time of attack -- 人魚竜(姫)_攻撃時カメラ,7,-60,0.35,10,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5202,Mermaid Dragon (Princess) _ During Storm Jump -- 人魚竜(姫)_ストームジャンプ時,7,-60,0,10,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5203,Mermaid Dragon (Princess) _ When strongly charged -- 人魚竜(姫)_強帯電時,7,-60,1,10,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7000,Female player -- 女奏者,3.5,-40,0.23,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7020,Buddhist priest (demon) _normal -- 仏師（鬼）_通常,7,10,0.15,10,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7021,Buddhist priest (demon) _proximity -- 仏師（鬼）_近接,10,0,0.15,10,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
7022,Buddhist priest (demon) _ when moving vertically -- 仏師（鬼）_縦に動く時,10,0,0.15,10,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
59200,Temple look up allowed_default -- 寺見上げ許容_デフォルト,4,-60,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
59201,Allowed to look up at the temple_hanging -- 寺見上げ許容_ぶら下がり,4,-60,0.45,2,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
59210,Allowed overlooking the temple_default -- 寺見下ろし許容_デフォルト,4,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5000000,Haunting Monk_Normal -- 破戒僧_通常,5,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5000001,Haunting Monk_Normal_Crouching -- 破戒僧_通常_しゃがみ,4,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5000007,Haunting Monk_Normal_Resurrection Waiting -- 破戒僧_通常_復活待機,8,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5000100,Haunting Monk_On the Tree -- 破戒僧_木の上,5,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5000101,Haunting Monk_On the Tree_Crouching -- 破戒僧_木の上_しゃがみ,4,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5000107,Haunting Monk_On the Tree_Waiting for Resurrection -- 破戒僧_木の上_復活待機,8,-40,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5050000,Nishikigoi -- 錦鯉,9,-80,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5050100,Nishikigoi_Bridge event -- 錦鯉_橋イベント用,6.5,-80,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5050101,Nishikigoi_Bridge Event_Crouching -- 錦鯉_橋イベント用_しゃがみ,5.5,-80,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5060000,Ninja Chief (Old) _Normal -- 忍軍の長(老)_通常,5,-40,0.3,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5060001,Ninja Chief (Old) _Normal_ Crouching -- 忍軍の長(老)_通常_しゃがみ,4,-40,0.3,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5060007,Ninja Army Chief (Old) _Normal_Resurrection Waiting -- 忍軍の長(老)_通常_復活待機,8,-40,0.3,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5061000,Ninja Chief (True) _Normal -- 忍軍の長(真)_通常,5,-40,0.3,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5061001,Ninja Chief (True) _Normal_Crouching -- 忍軍の長(真)_通常_しゃがみ,4,-40,0.3,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5061007,Ninja Army Chief (True) _Normal_Resurrection Waiting -- 忍軍の長(真)_通常_復活待機,8,-40,0.3,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080000,Cavalry Warrior_Normal -- 騎馬武者_通常,6,-40,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080001,Cavalry Warrior_Normal_Crouching -- 騎馬武者_通常_しゃがみ,5,-40,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080007,Cavalry Warrior_Normal_Resurrection Waiting -- 騎馬武者_通常_復活待機,9,-40,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080100,Cavalry warrior_look up -- 騎馬武者_見上げ,6,-80,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080101,Cavalry warrior _ looking up _ crouching -- 騎馬武者_見上げ_しゃがみ,5,-80,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080107,Cavalry warrior _ looking up _ waiting for resurrection -- 騎馬武者_見上げ_復活待機,9,-80,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080200,Horse-riding warrior_close -- 騎馬武者_寄り,3,-40,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080201,Cavalry warrior _ leaning _ crouching -- 騎馬武者_寄り_しゃがみ,3,-40,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5080207,Horse-riding warrior_close-up_waiting for resurrection -- 騎馬武者_寄り_復活待機,6,-40,0.5,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5090000,Butterfly_normal -- お蝶_通常,5,-60,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5090001,Butterfly _ crouching -- お蝶_しゃがみ,4,-60,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5090007,Butterfly_waiting for resurrection -- お蝶_復活待機,8,-60,0.45,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100000,Yasha Ape_Normal -- 夜叉猿_通常,5.5,-40,0.4,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100001,Yasha Ape_Crouching -- 夜叉猿_しゃがみ,4.5,-40,0.4,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100007,Yasha Ape_Resurrection Waiting -- 夜叉猿_復活待機,8.5,-40,0.4,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100010,Yasha Ape_Behavior that grows at close range -- 夜叉猿_近距離で伸び上がる行動,6.5,-40,0.2,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100011,Yasha Ape _ Behavior that grows up at a short distance _ Crouching -- 夜叉猿_近距離で伸び上がる行動_しゃがみ,5.5,-40,0.2,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100017,Yasha Ape _ Behavior that grows at a short distance _ Waiting for resurrection -- 夜叉猿_近距離で伸び上がる行動_復活待機,9.5,-40,0.2,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100020,Yasha Ape_Jump Behavior_Normal -- 夜叉猿_ジャンプ行動_通常,7.5,-80,0.6,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100021,Yasha Ape_Jumping Behavior_Crouching -- 夜叉猿_ジャンプ行動_しゃがみ,6.5,-80,0.6,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100027,Yasha Ape_Jump Action_Resurrection Waiting -- 夜叉猿_ジャンプ行動_復活待機,10.5,-80,0.6,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100100,Yasha Ape_After the appearance of the bride monkey_Normal -- 夜叉猿_嫁猿登場後_通常,7.5,-40,0.4,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100101,Yasha Ape_After the appearance of the bride monkey_Crouching -- 夜叉猿_嫁猿登場後_しゃがみ,6.5,-40,0.4,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100107,Yasha Ape_After the appearance of the bride monkey_Waiting for resurrection -- 夜叉猿_嫁猿登場後_復活待機,10.5,-40,0.4,1.5,30,43,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100110,Yasha Ape_Behavior that grows at close range -- 夜叉猿_近距離で伸び上がる行動,7.5,-40,0.2,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100111,Yasha Ape _ Behavior that grows up at a short distance _ Crouching -- 夜叉猿_近距離で伸び上がる行動_しゃがみ,6.5,-40,0.2,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100117,Yasha Ape _ Behavior that grows at a short distance _ Waiting for resurrection -- 夜叉猿_近距離で伸び上がる行動_復活待機,10.5,-40,0.2,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100120,Yasha Ape_Jump Behavior_Normal -- 夜叉猿_ジャンプ行動_通常,7.5,-80,0.6,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100121,Yasha Ape_Jumping Behavior_Crouching -- 夜叉猿_ジャンプ行動_しゃがみ,6.5,-80,0.6,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
5100127,Yasha Ape_Jump Action_Resurrection Waiting -- 夜叉猿_ジャンプ行動_復活待機,10.5,-80,0.6,1.5,30,53,15,10,1,3,30,3,3,3,30,15,10,15,[0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0]
