ID,Name,actionEnableMsgId,actionFailedMsgId,spQualifiedPassEventFlag,playerAnimId,chrAnimId,validDist,spQualifiedId,spQualifiedId2,objDummyId,isEventKickSync,objAnimId,validPlayerAngle,spQualifiedType,spQualifiedType2,validObjAngle,chrSorbType,eventKickTiming,pad1,actionButtonParamId,pad2,
360330,m36_00 Double door Shotoka -- m36_00 両開き扉 ショトカ,10010400,-1,-1,60030,7120,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],7101,[0|0|0|0]
370301,m37_00_door_boulevard back vacant lot -- m37_00_扉_大通り裏空き地,10010400,10010161,-1,60000,7121,70,4150,0,100,0,0,60,2,0,60,0,1,[0|0],7200,[0|0|0|0]
370302,m37_00_door_garden building -- m37_00_扉_ガーデン建物,10010400,10010161,-1,60000,7121,70,4150,0,100,0,0,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
370303,m37_00_ Landmark Church Square -- m37_00_ランドマーク教会前広場,10010400,-1,-1,60160,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
370502,m37_00_ lever -- m37_00_レバー,10010400,-1,-1,60200,8000,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
370508,m37_00_Anor main building entrance_lever -- m37_00_アノール本棟入り口_レバー,10010400,-1,-1,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
381060,m38_00 Lifting door for Shotoka -- m38_00 持ち上げ扉 ショトカ用,10010400,-1,-1,60400,7120,70,0,0,120,0,0,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
381080,m38_00 lever -- m38_00 レバー,10010400,-1,-1,60200,14021,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],8320,[0|0|0|0]
382002,m38_00 Double door for Shotoka -- m38_00 両開き扉 ショトカ用,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
390300,m39_00_ normal door -- m39_00_通常扉,10010400,-1,-1,60000,7120,70,0,0,120,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
390301,m39_00_iron fence door_outside -- m39_00_鉄柵扉_外側,10010400,-1,-1,60370,7120,70,0,0,120,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
390302,m39_00_iron fence door_inside -- m39_00_鉄柵扉_内側,10010400,-1,-1,60370,7120,70,0,0,121,0,0,60,0,0,60,0,1,[0|0],7101,[0|0|0|0]
390305,m39_00_ door One-way door -- m39_00_扉 一方通行扉,10010400,10010161,-1,60000,7120,70,4150,0,120,0,0,60,2,0,60,0,1,[0|0],7200,[0|0|0|0]
390306,m39_00_ Door (Large) One-way door -- m39_00_扉（大） 一方通行扉,10010400,10010161,-1,60000,7120,70,4150,0,120,0,0,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
390310,m39_00_Atrium prison_Upper exit with key -- m39_00_吹き抜けの牢_上層出口 鍵付き,10010400,10010163,-1,60000,14000,70,2008,0,121,0,0,60,1,0,60,0,1,[0|0],7101,[0|0|0|0]
390320,m39_00_Atrium prison_Window with key -- m39_00_吹き抜けの牢_窓 鍵付き,10010400,10010163,-1,60000,14000,70,2007,0,121,0,0,60,1,0,60,0,1,[0|0],7101,[0|0|0|0]
390330,m39_00_Poison Swamp Ruins_Double Door -- m39_00_毒沼遺跡_両開き扉,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
390340,m39_00_ Normal door with key -- m39_00_通常扉 鍵付き,10010400,10010163,-1,60002,7120,70,2012,0,120,0,0,60,1,0,60,0,1,[0|0],7100,[0|0|0|0]
390350,m39_00_iron fence door_outside with key -- m39_00_鉄柵扉_外側 鍵付き,10010400,10010163,-1,60370,7120,70,2008,0,121,0,0,60,1,0,60,0,1,[0|0],7201,[0|0|0|0]
390360,m39_00_iron fence door_inside with key -- m39_00_鉄柵扉_内側 鍵付き,10010400,10010163,-1,60370,7120,70,2008,0,120,0,0,60,1,0,60,0,1,[0|0],7200,[0|0|0|0]
390500,m39_00_ Dungeon Shotoka Elevator -- m39_00_地下牢ショトカエレベーター,10010400,-1,-1,60200,14021,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
400005,m40_00 Boss room door -- m40_00 ボス部屋扉,10010400,-1,-1,60170,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
400340,m40_00_ Las Boss Room Door -- m40_00_ラスボス部屋扉,10010400,10010161,-1,60000,7120,70,0,0,121,0,0,60,0,0,60,0,1,[0|0],7101,[0|0|0|0]
400510,m40_00_ lever -- m40_00_レバー,10010400,-1,-1,60200,14021,70,0,0,191,1,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
10000,Default -- デフォルト,10010500,-1,-1,60200,7100,150,0,0,191,0,1,60,0,0,30,0,0,[0|0],-1,[0|0|0|0]
1300311,m30_00_door_castle wall shortcut 1 -- m30_00_扉_城壁ショートカット1,10010400,10010163,-1,60002,14000,70,2300,4150,120,0,1,60,1,2,60,0,1,[0|0],7100,[0|0|0|0]
2300311,m30_00_door_castle wall shortcut 2 -- m30_00_扉_城壁ショートカット2,10010400,10010163,-1,60000,14000,70,2300,4150,121,0,1,60,1,2,60,0,1,[0|0],8920,[0|0|0|0]
1000370,m96_00 Door Concept Map_Basilica Entrance -- m96_00 扉 コンセプトマップ_聖堂入口,10010400,-1,-1,60040,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
1000371,m96_00 Door Concept Map_Distant View Entrance -- m96_00 扉 コンセプトマップ_遠景入口,10010400,-1,-1,60030,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7200,[0|0|0|0]
1314027,m31_00_door_in front of the sniper tower -- m31_00_扉_スナイパー塔前,10010400,-1,-1,60160,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
1324051,m32_00 Starting point gate_lever -- m32_00 スタート地点の門_レバー,10010400,-1,-1,60200,8000,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],8300,[0|0|0|0]
1400340,m40_00_ Las Boss Room Door -- m40_00_ラスボス部屋扉,10010400,10010161,-1,60000,7120,70,4150,0,120,0,0,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
2400340,m40_00_ Las Boss Room Door -- m40_00_ラスボス部屋扉,10010400,10010161,-1,60000,7120,70,0,0,120,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
3400340,m40_00_ Sub-tower entrance door with key -- m40_00_副塔入口扉 鍵付き,10010400,10010163,-1,60000,7120,70,2013,2015,121,0,0,60,1,1,60,0,1,[0|0],7101,[0|0|0|0]
90000,FDP_Test_General-purpose door (double door) -- FDP_テスト用_汎用扉（両開き）,10010400,-1,-1,60040,7120,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
90001,FDP_test_door with key (double door) -- FDP_テスト用_鍵付扉（両開き）,10010400,10010163,-1,60040,7120,70,2001,2100,120,0,1,60,1,1,60,0,1,[0|0],7100,[0|0|0|0]
90002,FDP_test_internal key door -- FDP_テスト用_内鍵扉,10010400,10010161,-1,60030,7120,70,4150,0,120,0,1,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
90010,FDP_Test_General-purpose door (single door) -- FDP_テスト用_汎用扉（片開き）,10010400,-1,-1,60000,7110,70,0,0,120,0,0,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
90011,FDP_test_door with key (single opening) -- FDP_テスト用_鍵付扉（片開き）,10010400,10010163,-1,60000,7110,70,2001,2100,120,0,0,60,1,1,60,0,1,[0|0],7100,[0|0|0|0]
90012,FDP_test_inner key door (single opening) -- FDP_テスト用_内鍵扉（片開き）,10010400,10010161,-1,60000,7110,70,4150,0,120,0,0,60,2,0,60,0,1,[0|0],7100,[0|0|0|0]
90013,FDP_test_playable operation check A -- FDP_テスト用_プレイアブル動作確認Ａ,10010400,10010163,-1,60002,14000,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],7100,[0|0|0|0]
90014,FDP_test_playable operation check B -- FDP_テスト用_プレイアブル動作確認Ｂ,10010400,10010163,-1,60030,14000,70,0,0,100,0,1,60,0,0,60,0,1,[0|0],7110,[0|0|0|0]
90015,FDP_test_playable operation check B -- FDP_テスト用_プレイアブル動作確認Ｂ,10010400,10010163,-1,60000,14000,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],8920,[0|0|0|0]
90050,NTC_Test_Climb steep stairs / ladders -- NTC_テスト用_急な階段/梯子　登る,10010400,-1,-1,0,0,70,0,0,203,0,0,60,0,0,60,0,1,[0|0],9700,[0|0|0|0]
90051,NTC_testing_steep stairs / ladder down -- NTC_テスト用_急な階段/梯子　降りる,10010400,-1,-1,0,0,70,0,0,202,0,0,60,0,0,60,0,1,[0|0],9701,[0|0|0|0]
90060,NTC_For testing_Donden floor (folded back) Go up -- NTC_テスト用_どんでん床(折り返し) 上がる,10010400,-1,-1,710400,0,70,0,0,201,0,1,60,0,0,60,0,1,[0|0],-1,[0|0|0|0]
90061,NTC_For testing_Donden floor (folded back) -- NTC_テスト用_どんでん床(折り返し) 下る,10010400,-1,-1,710410,0,70,0,0,203,0,3,60,0,0,60,0,1,[0|0],-1,[0|0|0|0]
90065,NTC_For testing_Donden floor (go straight) Go up -- NTC_テスト用_どんでん床(直進) 上がる,10010400,-1,-1,710420,0,70,0,0,201,0,11,60,0,0,60,0,1,[0|0],9715,[0|0|0|0]
90066,NTC_For testing_Donden floor (go straight) Go down -- NTC_テスト用_どんでん床(直進) 下る,10010400,-1,-1,710430,0,70,0,0,205,0,13,60,0,0,60,0,1,[0|0],9716,[0|0|0|0]
90070,NTC_testing_plot twist warp -- NTC_テスト用_どんでん返しワープ,10010400,-1,-1,710000,0,0,0,0,100,0,1,0,0,0,0,0,1,[0|0],-1,[0|0|0|0]
90071,NTC_testing_plot twist warp -- NTC_テスト用_どんでん返しワープ,10010400,-1,-1,710000,0,0,0,0,101,0,1,0,0,0,0,0,1,[0|0],-1,[0|0|0|0]
90075,NTC_testing_plot twist -- NTC_テスト用_どんでん返し,10010400,-1,-1,710000,0,0,0,0,100,0,0,0,0,0,0,0,1,[0|0],-1,[0|0|0|0]
90076,NTC_testing_plot twist -- NTC_テスト用_どんでん返し,10010400,-1,-1,710000,0,0,0,0,101,0,0,0,0,0,0,0,1,[0|0],-1,[0|0|0|0]
101050,Door of the temple -- お堂の扉,10010400,-1,-1,700290,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
109950,Boss room hidden tatami -- ボス部屋隠し畳,10010400,-1,-1,700300,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],1000670,[0|0|0|0]
1100000,Honjo_Open window_Test -- 本城_窓を開く_テスト,10010400,-1,-1,710800,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],1100000,[0|0|0|0]
205000,Temple_elevator -- 寺＿エレベーター,10010400,-1,-1,0,0,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],2000650,[0|0|0|0]
205010,Temple_elevator_lever -- 寺＿エレベーター＿レバー,10010400,-1,-1,710600,0,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],2000651,[0|0|0|0]
205011,Temple_elevator_lever -- 寺＿エレベーター＿レバー,10010400,-1,-1,710600,0,70,0,0,191,0,1,60,0,0,60,0,1,[0|0],2000652,[0|0|0|0]
205100,Temple_bell -- 寺＿鐘,10010400,-1,-1,710700,0,70,0,0,200,0,10,60,0,0,60,0,1,[0|0],2000690,[0|0|0|0]
205101,Temple_bell_infinite corridor -- 寺＿鐘_無限回廊,10010400,-1,-1,710700,0,70,0,0,200,0,10,60,0,0,60,0,1,[0|0],2000691,[0|0|0|0]
252555,Submerged city_bell -- 水没都_鐘,10010400,-1,-1,710500,0,70,0,0,200,0,1,60,0,0,60,0,1,[0|0],-1,[0|0|0|0]
999900,Open the door_Koryomon_171 -- 扉を開く_高麗門_171,10010400,-1,-1,700210,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999901,Open the door_Koryomon_170_Back -- 扉を開く_高麗門_170_裏,10010400,-1,-1,700310,0,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999910,Open the door _ in front of you -- 扉を開く_小手前,10010400,-1,-1,700230,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999911,Open the door_Small front_171 -- 扉を開く_小手前_171,10010400,-1,-1,700230,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999920,Open the door_large door_push -- 扉を開く_大扉_押し,10010400,-1,-1,700280,0,70,0,0,120,0,2,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999921,Open the door_large door_front -- 扉を開く_大扉_手前,10010400,-1,-1,700220,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999922,Open the door_Large door_Front_Infinite corridor -- 扉を開く_大扉_手前_無限回廊,10010400,-1,-1,700220,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9601,[0|0|0|0]
999930,Open the door_Otemae_Key -- 扉を開く_大手前_鍵,10010400,-1,-1,700240,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999940,Open the door _1st_ push -- 扉を開く_1st_押し,10010400,-1,-1,700200,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999941,Open the door _1st_ front -- 扉を開く_1st_手前,10010400,-1,-1,700270,0,70,0,0,120,0,2,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999945,Open the door _1st_push_one -- 扉を開く_1st_押し_一通,10010400,-1,-1,700200,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999946,Open the door _1st_push_one -- 扉を開く_1st_押し_一通,10010400,-1,-1,700200,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999950,Open the door_Kido -- 扉を開く_木戸,10010400,-1,-1,700240,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999960,Open the door_middle door -- 扉を開く_中扉,10010400,-1,-1,700250,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999970,Open the door_sliding door_table -- 扉を開く_引き戸_表,10010400,-1,-1,700260,0,70,0,0,120,0,1,60,0,0,60,0,1,[0|0],9600,[0|0|0|0]
999971,Open the door_sliding door_back -- 扉を開く_引き戸_裏,10010400,-1,-1,700260,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999975,Open the door_special_ prison door -- 扉を開く_特殊_牢扉,10010400,-1,-1,700320,0,70,0,0,121,0,1,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999976,Open the door_special_loophole door -- 扉を開く_特殊_抜け穴の扉,10010400,-1,-1,700330,0,70,0,0,121,0,2,60,0,0,60,0,1,[0|0],9610,[0|0|0|0]
999980,Open treasure chest _ general purpose -- 宝箱を開く_汎用,10010400,-1,-1,711100,0,70,0,0,110,0,1,60,0,0,60,0,1,[0|0],8010,[0|0|0|0]
999985,Open treasure chest _ submerged -- 宝箱を開く_水没,10010400,-1,-1,711101,0,70,0,0,110,0,1,60,0,0,60,0,1,[0|0],8010,[0|0|0|0]
999990,Open treasure chest _ underwater -- 宝箱を開く_水中,10010400,-1,-1,711110,0,70,0,0,110,0,1,60,0,0,60,0,1,[0|0],8020,[0|0|0|0]
9620000,Placement money _360 ° -- 配置お金_360°,10010400,-1,-1,60070,0,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4200,[0|0|0|0]
9620001,Placement money _180 ° -- 配置お金_180°,10010400,-1,-1,60070,0,70,0,0,90,0,0,60,0,0,60,1,1,[0|0],4201,[0|0|0|0]
9990000,Aristocratic corpse -- 貴族の死体,10010400,-1,-1,60080,0,70,0,0,0,0,11,60,0,0,60,1,1,[0|0],-1,[0|0|0|0]
9990900,Object and character update order test -- オブジェとキャラ更新順テスト,10010400,-1,-1,390900,0,70,0,0,100,0,900,60,0,0,60,1,0,[0|0],-1,[0|0|0|0]
9991000,Missing test of the object_waiting -- オブジェのあたり抜けテスト_待機,10010400,-1,-1,0,0,70,0,0,100,0,0,60,0,0,60,1,0,[0|0],-1,[0|0|0|0]
9991001,Objet d&#39;art hit test_seesaw -- オブジェのあたり抜けテスト_シーソー,10010400,-1,-1,0,0,70,0,0,100,0,900,60,0,0,60,1,0,[0|0],-1,[0|0|0|0]
9991002,Object hit test_rotation -- オブジェのあたり抜けテスト_回転,10010400,-1,-1,0,0,70,0,0,100,0,901,60,0,0,60,1,0,[0|0],-1,[0|0|0|0]
