ID,Name,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,lightHitGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,isNoticeLog,isNoticeDialog,pad1,defSfxMaterial1,wepCollidableType0,wepCollidableType1,staminaJustGuardDef,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,pad2,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,swordArtsId,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,DerivationLevelType,enchantSfxSize,compTrophySedId,pad3,wepTypeForText,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,wepSeIdOffset,pad4,baseChangePrice,levelSyncCorrectId,knockBackCutRate_vsPlayer_Guard,knockBackCutRate_vsPlayer_JustGuard,knockBackCutRate_vsEnemy_Guard,knockBackCutRate_vsEnemy_JustGuard,neutralAttackCutRate,ninsatsuAttackCutRate,heavyHitAttackCutRate,antiGroundAttackCutRate,antiAirAttackCutRate,lightShootAttackCutRate,resourceItemA,resourceItemB,resourceItemC,itemUIDisplayType,actionUnlockParamId,firstGetEventFlagId,poisonJustGuardResist,diseaseJustGuardResist,bloodJustGuardResist,curseJustGuardResist,freezeJustGuardResist,attriAAttackCutRate,attriBAttackCutRate,attriCAttackCutRate,physJustGuardCutRate,magJustGuardCutRate,fireJustGuardCutRate,thunJustGuardCutRate,darkJustGuardCutRate,staminaAttackPowerRate,passiveStaminaAtkRate,
5700,Right-handed sword_style technique: immortal slash -- 右手刀_流派技：不死斬り,5007,9660,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140600,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1770,0,0,1,10,40,40,40,40,0,40,0,0,0,1060,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,106,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2320,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
5800,Right-handed sword_style technique: kick rush -- 右手刀_流派技：蹴りラッシュ,5008,9580,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140700,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1620,0,0,1,10,40,40,40,40,0,40,0,0,0,1070,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,107,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
5900,Right-handed sword_style technique: fist attack -- 右手刀_流派技：拳撃,5009,9560,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140800,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1600,0,0,1,10,40,40,40,40,0,40,0,0,0,1080,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,108,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
6000,Right-handed sword_style technique: sneak stab -- 右手刀_流派技：忍び刺し,5010,9600,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140900,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1380,0,0,1,10,40,40,40,40,0,40,0,0,0,1090,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,109,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2320,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
6100,Right-handed sword_style technique: Invisible Iai continuous attack -- 右手刀_流派技：見えない居合連撃,5005,9630,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,100286,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1780,0,0,1,10,40,40,40,40,0,40,0,0,0,1040,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,104,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2320,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7000,Right-handed sword_style technique: jumping and slashing +1 -- 右手刀_流派技：飛びかかり斬り+1,5002,9520,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140101,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1450,0,0,1,10,40,40,40,40,0,40,0,0,0,1010,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,101,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7100,Right-handed sword_style technique: face-to-face +1 -- 右手刀_流派技：面打ち+1,5003,9540,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140201,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1520,0,0,1,10,40,40,40,40,0,40,0,0,0,1020,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,102,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7200,Right-handed sword _ school technique: eight-legged rush +1 -- 右手刀_流派技：八艘飛びラッシュ+1,5021,9650,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140501,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1710,0,0,1,10,40,40,40,40,0,40,0,0,0,1050,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,105,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2320,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7300,Right hand sword _ school technique: immortal slash +1 -- 右手刀_流派技：不死斬り+1,5007,9670,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140601,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1720,0,0,1,10,40,40,40,40,0,40,0,0,0,1060,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,106,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2320,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7400,Right-handed sword_style technique: kick rush +1 -- 右手刀_流派技：蹴りラッシュ+1,5008,9590,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140701,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1630,0,0,1,10,40,40,40,40,0,40,0,0,0,1070,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,107,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7500,Right-handed sword_style technique: fist attack +1 -- 右手刀_流派技：拳撃+1,5009,9570,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140801,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1610,0,0,1,10,40,40,40,40,0,40,0,0,0,1080,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,108,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7600,Right hand sword _ school technique: sneak stab +1 -- 右手刀_流派技：忍び刺し+1,5010,9610,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,140901,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1700,0,0,1,10,40,40,40,40,0,40,0,0,0,1090,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,109,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2320,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
7700,Right-handed sword_style technique: new technique -- 右手刀_流派技：新技,5030,9651,5000,0,0,0,0,0,0,0,0,0,100,25,33,0,-1,-1,-1,141000,-1,-1,-1,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,300,1650,0,0,1,10,40,40,40,40,0,40,0,0,0,1100,-1,-1,0,-1,7,0,4,50,0,0,101,0,1,110,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,1,1,0,401000,300,301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,5000,0,0,0,0,0,0,0,0,0,0,1,1,50,40,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2320,-1,0,100,50,0,0,0,0,0,100,50,50,0,100,1,1
70000,Shuriken LV1 -- 手裏剣LV1,7000,5000,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-1,-1,-1,127000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,700,1100,0,0,1,10,20,0,0,0,0,40,0,0,0,0,-1,-1,0,-1,7,0,4,70,0,0,101,0,1,0,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,101,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,7000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,5,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,100,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2311,-1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1
70100,Shuriken LV2 (can be stored) -- 手裏剣LV2（溜め可能）,7000,5010,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-1,-1,-1,127010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,700,1200,0,0,1,10,20,0,0,0,0,40,0,0,0,0,-1,-1,0,-1,7,0,4,70,0,0,101,0,1,0,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,101,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,7000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,100,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2311,-1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1
70200,Shuriken LV3-A (can be stored + penetrated) -- 手裏剣LV3-A（溜め可能 + 貫通）,7002,5020,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-1,-1,-1,127020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,700,1201,0,0,1,10,5,0,0,0,0,40,0,0,0,0,-1,-1,0,-1,7,0,4,70,0,0,101,0,1,0,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,101,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,7000,0,0,0,0,0,1,0,0,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,100,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2311,-1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1
70300,Shuriken LV3-B (can be stored + butterfly phantom bullet) -- 手裏剣LV3-B（溜め可能 + お蝶幻影弾丸）,7003,5030,0,0,0,0,0,0,0,0,0,0,100,0,0,0,-1,-1,-1,127021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,701,1202,0,0,1,10,10,12,0,0,0,40,0,0,0,0,-1,-1,0,-1,7,0,4,70,0,0,101,0,1,0,0,0,0,0,0,0,99,0,0,20,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,101,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,7000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,[0|0],0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0,100,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2311,-1,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1
