ID,Name,regionType,padding1,dummyPoly1,dummyPoly2,radius,angle,depth,width,height,baseHeightOffset,angleCheckType,padding2,allowAngle,textBoxType,raycastType,padding3,textId,invalidFlag,grayoutFlag,priority,execInvalidTime,actionGroupId,sameCategoryActionDisplay,gameKey,iconType,pointRadius,pointHeight,pointBaseHeightOffset,textRadius,textHeight,textBaseHeightOffset,iconOffsetX,iconOffsetY,iconOffsetZ,doneFlag,
5010,Ladder -- はしごをおりる,0,[0|0|0],194,-1,1.5,90,0,0,0.5,-0.25,0,[0|0|0],45,0,0,[0|0],10010301,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5020,Stick -- 張り付く,0,[0|0|0],-1,-1,1.5,90,0,0,1,-0.25,0,[0|0|0],45,0,0,[0|0],10010350,-1,-1,10,0,0,1,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5030,Hanging -- ぶら下がる,0,[0|0|0],-1,-1,1.5,90,0,0,1,-0.25,0,[0|0|0],45,0,0,[0|0],10010360,-1,-1,10,0,0,1,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5031,Hanging -- ぶら下がる,0,[0|0|0],-1,-1,1.5,90,0,0,1,-0.25,0,[0|0|0],45,0,0,[0|0],10010361,-1,-1,10,0,0,1,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5040,Grab the clouds -- 雲をつかむ,0,[0|0|0],-1,-1,1.5,90,0,0,1,-0.25,0,[0|0|0],45,0,0,[0|0],10010370,-1,-1,10,0,0,1,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5100,Ritual: grab -- 儀式：つかむ,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010111,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5110,Ritual -- 儀式,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5111,Ritual: Level up -- 儀式：レベルアップ,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5112,Ritual: Reassign status -- 儀式：ステータス振りなおし,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5113,Ritual: Reset the deceased -- 儀式：亡者度リセット,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5114,Ritual: Atonement -- 儀式：贖罪,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5115,Ritual: Summon NPC White Spirit -- 儀式：NPC白霊召喚,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5116,Ritual: Bomb -- 儀式：ボム,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
5117,Ritual: No invasion -- 儀式：侵入禁止,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],180,0,0,[0|0],10010112,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
6000,talk -- 話しかける,0,[0|0|0],-1,-1,2,180,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010200,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
6001,Conversation skip -- 会話スキップ,0,[0|0|0],-1,-1,1.2,180,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010200,-1,-1,10,0,3,0,2,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
6010,Talk _ Exploration Shop -- 話しかける_探索ショップ,0,[0|0|0],-1,-1,3,180,0,0,2,-1,0,[0|0|0],90,0,0,[0|0],10010200,-1,-1,10,3,0,0,0,0,10,4,-2,-1,-1,-1,0,1.3,0,-1
6100,Light a bonfire -- 篝火を灯す,0,[0|0|0],100,-1,1.5,180,0,0,2,-1,0,[0|0|0],90,0,2,[0|0],10010182,-1,-1,10,3,0,0,0,1,25,25,-12.5,-1,-1,-1,0,0,0,-1
6101,Rest on a bonfire -- 篝火で休息する,0,[0|0|0],100,-1,1.5,180,0,0,2,-1,0,[0|0|0],90,0,2,[0|0],10010183,-1,-1,10,3,0,0,0,1,25,25,-12.5,-1,-1,-1,0,0,0,-1
6900,Talk _ For Buddhist sitting posture -- 話しかける_仏師座り姿勢用,0,[0|0|0],261,-1,2,180,0,0,2,-1.5,0,[0|0|0],90,0,0,[0|0],10010200,-1,-1,10,3,0,0,0,0,6,-1,0,-1,-1,-1.5,0,0,0,-1
6910,Talk to the Chief of the Ninja Army_Samurai Residence -- 話しかける_忍軍の長_武家屋敷,0,[0|0|0],280,-1,3,180,0,0,2,-2.5,0,[0|0|0],90,0,0,[0|0],10010200,-1,-1,10,3,0,0,0,0,8,-1,0,-1,-1,-2.5,0,0,0,-1
6920,Talk _ Fallen Warrior _ Combat Tutorial For Characters -- 話しかける_落ち武者_戦闘チュートリアルキャラ用,0,[0|0|0],210,-1,2,180,0,0,2,-2.5,0,[0|0|0],90,0,0,[0|0],10010200,-1,-1,10,3,0,0,0,0,6,-1,0,-1,-1,-2.5,0,0,0,-1
7100,Open the door_general purpose -- 扉を開ける_汎用,0,[0|0|0],100,-1,1.2,90,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010400,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
7101,Open the door_General-purpose 101 standard -- 扉を開ける_汎用 101基準,0,[0|0|0],101,-1,1.2,90,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010400,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
7110,Close the door_general purpose -- 扉を閉める_汎用,0,[0|0|0],100,-1,1.2,90,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010401,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
7200,Open the door_general purpose (guest invalid) -- 扉を開ける_汎用（ゲスト無効）,0,[0|0|0],100,-1,1.2,90,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010400,241,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8000,Open the treasure chest -- 宝箱を開ける,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010420,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8010,Open the treasure chest -- 宝箱を開ける,0,[0|0|0],170,-1,1.5,100,0,0,2,-1,0,[0|0|0],90,0,0,[0|0],10010420,-1,-1,10,3,0,0,0,0,8,-1,-1,-1,-1,-1,0,0,0,-1
8020,Open the underwater treasure chest -- 水中宝箱を開ける,0,[0|0|0],170,-1,2.25,180,0,0,4,-2,0,[0|0|0],180,0,0,[0|0],10010420,-1,-1,10,3,1,0,0,0,8,8,-1,-1,-1,-2,0,0,0,-1
8100,Open the door_lift -- 扉を開ける_持ち上げ,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010400,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8200,Activate the gimmick -- 仕掛けを起動する,0,[0|0|0],-1,-1,1.5,180,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010501,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8300,Activate the lever -- レバーを起動,0,[0|0|0],192,-1,1.5,90,0,0,2,-0.8,0,[0|0|0],90,0,0,[0|0],10010501,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.8,0,0,0,-1
8310,Activate the lever Ojo 1 Vertical lever -- レバーを起動 王城1縦レバー,0,[0|0|0],190,-1,1.5,90,0,0,2,-0.8,0,[0|0|0],90,0,0,[0|0],10010501,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.8,0,0,0,-1
8500,Enter the wall of light (test) -- 光の壁に入る（テスト）,1,[0|0|0],-1,-1,0,0,1.5,1.5,1,-0.25,1,[0|0|0],180,0,0,[0|0],10010403,-1,-1,10,-1,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8501,Enter the wall of light (test 2) -- 光の壁に入る（テスト2）,0,[0|0|0],101,-1,0,0,1.5,1.5,1,-0.25,1,[0|0|0],180,0,0,[0|0],10010403,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8900,Pull out the sword from Gunda&#39;s grave marker -- グンダの墓標から剣を抜く,0,[0|0|0],100,-1,1.5,180,0,0,2,-0.25,0,[0|0|0],180,0,0,[0|0],10010195,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8901,Pull out the sword from Gunda&#39;s grave marker 2 -- グンダの墓標から剣を抜く2,0,[0|0|0],101,-1,1.5,180,0,0,2,-0.8,0,[0|0|0],180,0,0,[0|0],10010195,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.8,0,0,0,-1
8910,Simple bonfire message -- 簡易篝火のメッセージ,0,[0|0|0],-1,-1,1.5,180,0,0,2,-0.25,0,[0|0|0],180,0,0,[0|0],90000025,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
8920,Open the door_back side -- 扉を開ける_裏側,0,[0|0|0],101,-1,1.2,90,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010400,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9000,For events -- イベント用,1,[0|0|0],-1,-1,0,0,1.5,1.5,1,-0.25,1,[0|0|0],180,0,0,[0|0],0,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9010,Event FDP Playable Version_Kneeling on Evil Spirits -- イベント用 FDPプレイアブル版_邪霊に跪く,0,[0|0|0],-1,-1,10,45,0,0,2,-1,0,[0|0|0],42,0,0,[0|0],10010210,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-1,0,0,0,-1
9011,Event FDP Playable Version_Seal the Evil Spirit -- イベント用 FDPプレイアブル版_邪霊を封印,0,[0|0|0],-1,-1,10,45,0,0,2,-1,0,[0|0|0],42,0,0,[0|0],90000026,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-1,0,0,0,-1
9100,Warp from the event base -- イベント用 拠点からのワープ,0,[0|0|0],101,-1,1.5,180,0,0,5,-0.25,0,[0|0|0],180,0,0,[0|0],10010100,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9101,Warp from the event base to the last boss -- イベント用 拠点からラスボスへのワープ,0,[0|0|0],-1,-1,1.5,180,0,0,5,-0.25,0,[0|0|0],180,0,0,[0|0],10010100,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9200,Examine (for kicking off the shrine) -- 調べる（聖堂蹴落とし用）,0,[0|0|0],194,-1,1.5,90,0,0,5,-0.25,0,[0|0|0],90,0,0,[0|0],10010100,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9300,m37_Anor Rotating Bridge_Lever (right side) -- m37_アノール回転橋_レバー（右側）,0,[0|0|0],101,-1,1.5,60,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010502,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9301,m37_Anor Rotating Bridge_Lever (left side) -- m37_アノール回転橋_レバー（左側）,0,[0|0|0],103,-1,1.5,60,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010502,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9320,m38 Abandoned city varistor rotary lever (right side) -- m38 廃都 バリスタ 回転レバー（右側）,0,[0|0|0],101,-1,1.5,60,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010502,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9321,m38 Abandoned city varistor rotary lever (left side) -- m38 廃都 バリスタ 回転レバー（左側）,0,[0|0|0],103,-1,1.5,60,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],10010502,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9400,Messenger tombstone (not ignited) -- メッセンジャー墓石（未点火）,0,[0|0|0],100,-1,1.5,90,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],61000000,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9401,Messenger tombstone (ignited) * Text difference -- メッセンジャー墓石（点火済）※テキスト違い,0,[0|0|0],100,-1,1.5,90,0,0,1,-0.25,0,[0|0|0],90,0,0,[0|0],61000010,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-0.25,0,0,0,-1
9410,Messenger tombstone (not ignited) -- メッセンジャー墓石（未点火）,0,[0|0|0],100,-1,1.5,90,0,0,1,-1,0,[0|0|0],90,0,0,[0|0],61000000,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-1,0,0,0,-1
9411,Messenger tombstone (ignited) * Text difference -- メッセンジャー墓石（点火済）※テキスト違い,0,[0|0|0],100,-1,1.5,90,0,0,1,-1,0,[0|0|0],90,0,0,[0|0],61000010,-1,-1,10,3,0,0,0,0,4,-1,0,-1,-1,-1,0,0,0,-1
9500,Enter the litter -- 輿に入る,0,[0|0|0],170,-1,1.5,180,0,0,2,-2,0,[0|0|0],180,0,0,[0|0],10010520,-1,-1,10,3,0,0,0,0,12,4,-2,-1,-1,-2,0,0,0,-1
9501,Get out of the litter -- 輿から出る,0,[0|0|0],171,-1,1.5,180,0,0,2,-2,0,[0|0|0],180,0,0,[0|0],10010521,-1,-1,10,3,0,0,0,0,12,4,-2,-1,-1,-2,0,0,0,-1
9600,Open the general-purpose door_170 -- 汎用扉を開ける_170,0,[0|0|0],170,-1,1.5,90,0,0,2,-2,0,[0|0|0],90,0,0,[0|0],10010400,-1,-1,10,3,0,0,0,0,12,5,-4,-1,-1,-2,0,0,0,-1
9601,Open the general-purpose door _ ??? Infinite corridor -- 汎用扉を開ける_???　無限回廊,0,[0|0|0],170,-1,1.5,90,0,0,2,-2,0,[0|0|0],90,0,0,[0|0],10010400,-1,-1,10,3,0,0,0,0,30,25,-4,-1,-1,-2,0,0,0,-1
9610,Open the general-purpose door_171 -- 汎用扉を開ける_171,0,[0|0|0],171,-1,1.5,90,0,0,2,-2,0,[0|0|0],90,0,0,[0|0],10010400,-1,-1,10,3,0,0,0,0,12,5,-4,-1,-1,-2,0,0,0,-1
9700,Steep ladder / stairs_climb -- 急な梯子/階段_登る,0,[0|0|0],200,-1,2,110,0,0,1,-1.9,0,[0|0|0],180,0,0,[0|0],10010300,-1,-1,10,3,0,0,0,0,5,1,0,-1,-1,-1.9,0,0,0,-1
9701,Steep ladder / stairs _ get off -- 急な梯子/階段_降りる,0,[0|0|0],204,-1,1,180,0,0,1,0,0,[0|0|0],180,0,0,[0|0],10010301,-1,-1,10,3,0,0,0,0,5,1,0,-1,-1,0,0,0,0,-1
9710,Donden floor (folded back) _ goes up -- どんでん床(折り返し)_上がる,0,[0|0|0],200,-1,1,180,0,0,1,-1.47,0,[0|0|0],180,0,0,[0|0],10010540,-1,-1,10,3,0,0,0,0,4,1,-1.47,-1,-1,-1.47,0,0,0,-1
9711,Donden floor (folded back) _ go down -- どんでん床(折り返し)_下る,0,[0|0|0],202,-1,1,180,0,0,1,-0.1,0,[0|0|0],180,0,0,[0|0],10010540,-1,-1,10,3,0,0,0,0,4,1,0,-1,-1,-0.1,0,0,0,-1
9715,Donden floor (go straight) _ go up -- どんでん床(直進)_上がる,0,[0|0|0],200,-1,1,60,0,0,1,-1.47,0,[0|0|0],90,0,0,[0|0],10010540,-1,-1,10,3,0,0,0,0,4,1,-1.47,-1,-1,-1.47,0,0,0,-1
9716,Donden floor (go straight) _ go down -- どんでん床(直進)_下る,0,[0|0|0],204,-1,1,60,0,0,1,-0.1,0,[0|0|0],90,0,0,[0|0],10010540,-1,-1,10,3,0,0,0,0,4,1,0,-1,-1,-0.1,0,0,0,-1
9720,Nishikigoi _ feeding -- 錦鯉_餌やり,0,[0|0|0],200,-1,1.5,70,0,0,2,-0.1,0,[0|0|0],70,0,2,[0|0],10010511,-1,-1,10,3,0,0,0,0,5,2,-0.1,-1,-1,-0.1,0,1.7,0,-1
9730,Receive the prince _ sword -- 皇子_刀を受け取る,0,[0|0|0],260,-1,1.5,180,0,0,2,-0.1,0,[0|0|0],180,0,0,[0|0],10010200,-1,-1,10,3,0,0,0,0,5,2,-0.1,-1,-1,-0.1,0,0,0,-1
9740,Money box _ check -- 賽銭箱_調べる,0,[0|0|0],200,-1,2.5,70,0,0,2,-0.1,0,[0|0|0],70,0,0,[0|0],10010121,-1,-1,10,3,0,0,0,0,7,2,-0.1,-1,-1,-0.1,0,1.5,0,-1
9750,Cutscene test -- カットシーンテスト,0,[0|0|0],261,-1,2.5,180,0,0,2.5,-2,0,[0|0|0],180,0,0,[0|0],10010301,-1,-1,10,3,0,0,0,0,8,3.5,-3,-1,-1,-2,0,0,0,-1
9800,NPC Tutorial_Fog Wall -- NPCチュートリアル_霧壁,0,[0|0|0],20,-1,3,180,0,0,2,-2.5,0,[0|0|0],180,0,0,[0|0],10010120,-1,-1,10,3,0,0,0,0,7,2,-0.1,-1,-1,-2.5,0,0,0,-1
9810,Illness Village_The innermost portable shrine -- 病み村_最奥の神輿,0,[0|0|0],100,-1,2,180,0,0,5,-2,0,[0|0|0],180,0,0,[0|0],10010550,-1,-1,10,3,0,0,0,0,5,2,-0.1,-1,-1,-2,0,0,0,-1
9811,Sick village _ innermost portable shrine _ after destruction -- 病み村_最奥の神輿_破壊後,0,[0|0|0],100,-1,2,180,0,0,5,-2,0,[0|0|0],180,0,0,[0|0],10010551,-1,-1,10,3,0,0,0,0,5,2,-0.1,-1,-1,-2,0,0,0,-1
9820,Submerged city_pillar of light -- 水没都_光の柱,0,[0|0|0],100,-1,2,180,0,0,5,-2,0,[0|0|0],180,0,0,[0|0],10010570,-1,-1,10,3,0,0,0,0,5,5,-2,-1,-1,-2,0,0,0,-1
9821,Submerged City_Immortal Priestess -- 水没都_不死の巫女,0,[0|0|0],100,-1,3,180,0,0,6,-3,0,[0|0|0],180,0,0,[0|0],10010560,-1,-1,10,3,0,0,0,0,6,5,-2,-1,-1,-3,0,0,0,-1
9850,To Prince_ED -- 皇子_EDへ,0,[0|0|0],1,-1,4,180,0,0,4,-1,0,[0|0|0],60,0,0,[0|0],10010190,-1,-1,10,3,0,0,0,0,25,25,-2,-1,-1,-1,0,0,0,-1
9860,Examine the incense -- 香を調べる,0,[0|0|0],1,-1,2,180,0,0,3.5,-2,0,[0|0|0],180,0,0,[0|0],10010580,-1,-1,10,3,0,0,0,0,25,25,-2,-1,-1,-2,0.5,0.9,-0.54,-1
9861,Burn incense -- 香を焚く,0,[0|0|0],1,-1,2,30,0,0,3.5,-2,0,[0|0|0],45,0,0,[0|0],10010581,-1,-1,10,3,0,0,0,0,25,25,-2,-1,-1,-2,0.5,0.9,-0.54,-1
962000,Eavesdropping_parachute -- 盗み聞き_落下傘,0,[0|0|0],210,-1,0,180,0,0,10,-4.6,0,[0|0|0],60,0,0,[0|0],10010250,-1,-1,10,3,2,0,1,0,33,20,-10,-1,-1,-4.6,0,0,0,-1
962010,Eavesdropping_white slave -- 盗み聞き_白人奴隷,0,[0|0|0],210,-1,0,180,0,0,15,-3,0,[0|0|0],60,0,0,[0|0],10010250,-1,-1,10,3,2,0,1,0,22,15,-3,-1,-1,-3,0,0,0,-1
962020,Eavesdropping_destination -- 盗み聞き_目的地,0,[0|0|0],210,-1,0,180,0,0,10,-5,0,[0|0|0],60,0,2,[0|0],10010250,-1,-1,10,3,2,0,1,0,38,20,-15,-1,-1,-5,0,0,0,-1
962030,Eavesdropping_Exploration Shop -- 盗み聞き_探索ショップ,0,[0|0|0],210,-1,0,180,0,0,20,-10,0,[0|0|0],60,0,0,[0|0],10010250,-1,-1,10,3,2,0,1,0,33,40,-20,-1,-1,-10,0,0,0,-1
962040,Eavesdropping_flame suggestion -- 盗み聞き_火炎の示唆,0,[0|0|0],210,-1,0,180,0,0,10,-5,0,[0|0|0],60,0,0,[0|0],10010250,-1,-1,10,3,2,0,1,0,33,40,-20,-1,-1,-5,0,0,0,-1
962050,Eavesdropping_Hidden prison (corresponding to the end of 11) -- 盗み聞き_隠し牢(11末対応),0,[0|0|0],210,-1,0,180,0,0,10,-4.6,0,[0|0|0],60,0,2,[0|0],10010250,-1,-1,10,3,2,0,1,0,12,20,-10,-1,-1,-4.6,0,0,0,-1
