ID,Name,sfxId_0,dmypolyId_0,reserve_0,sfxId_1,dmypolyId_1,reserve_1,sfxId_2,dmypolyId_2,reserve_2,sfxId_3,dmypolyId_3,reserve_3,sfxId_4,dmypolyId_4,reserve_4,sfxId_5,dmypolyId_5,reserve_5,sfxId_6,dmypolyId_6,reserve_6,sfxId_7,dmypolyId_7,reserve_7,
1240012,,800032,200,[0|0|0|0|0|0|0|0],800038,202,[0|0|0|0|0|0|0|0],800032,210,[0|0|0|0|0|0|0|0],800032,212,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
1230000,,899999,210,[0|0|0|0|0|0|0|0],34,212,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
2120000,Stone statue candle lighting -- 石像ロウソク点灯,899999,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
4660000,General-purpose wall lighting (torch) -- 汎用壁照明（松明）,800023,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
4661000,General-purpose ceiling lighting (torch) -- 汎用天井照明(松明),800022,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
6000000,Shop incense burner -- ショップの香炉,800170,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
6500000,Shop incense burner (with snow) -- ショップの香炉（雪付き）,800170,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
1400000,White door_small -- 白扉_小,10,101,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
1401000,White door_middle -- 白扉_中,11,101,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
1402000,White door_large -- 白扉_大,12,101,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106000000,High lighthouse -- 高燈台,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106010000,High cup lighthouse -- 高杯燈台,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106050000,Kagaribi -- 篝火,810180,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106060000,Torch plate -- 灯明皿,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106070000,Candlestick -- 燭台,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106100000,Stone lantern 1 -- 石灯篭1,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106110000,Stone lantern 2 -- 石灯篭2,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
106150000,Bonfire -- たき火,810181,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
107010000,Shachi wire point -- 鯱ワイヤーポイント,839531,200,[0|0|0|0|0|0|0|0],800240,201,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
114910000,Censer of sacred treasure -- 神器の香炉,811250,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
114940000,Mitsu-gusoku -- 三具足,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115410000,Takebashi (short) -- 竹橋（短）,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115420000,Takebashi (middle) -- 竹橋（中）,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115430000,Takebashi (Chief) -- 竹橋（長）,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115800000,Burning straw bundle (large) -- 燃える藁束（大）,810115,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115810000,Burning straw bundle (middle) -- 燃える藁束（中）,810115,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115820000,Burning straw bundle (small) -- 燃える藁束（小）,810101,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115840000,Burning wood (burnt corpse) -- 燃える木材（焼死体）,800150,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115840001,Burning wood (holes in the roof) -- 燃える木材（屋根の穴）,811310,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115840002,Burning wood (window) -- 燃える木材（窓）,811311,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115840003,Point light source only (with LOD) -- 点光源のみ（LODあり）,811320,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115840004,Point light source only (no LOD) -- 点光源のみ（LODなし）,811321,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115890000,Burning corpse -- 燃える死体,811000,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115980000,Roof guidance OBJ (hanging) -- 屋根上誘導OBJ（ぶら下げ）,811260,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115981000,Roof guidance OBJ (direct placement) -- 屋根上誘導OBJ（直置き）,811260,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
115990000,Poster -- 張り紙,800250,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116000000,Kagaribi -- 篝火,839530,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116010000,Hanging bonfire -- 吊り篝火,839530,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116060000,Smoke signal -- 狼煙,800140,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116070000,Smoke signal (Damipoli only) -- 狼煙(ダミポリのみ),800140,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116100000,Torch plate (with stand) -- 燈明皿（台あり）,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116100001,Torch plate (with stand) (light source range narrow) -- 燈明皿（台あり）（光源範囲狭）,839535,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116100002,Torch plate (with stand) (wide light source range) -- 燈明皿（台あり）（光源範囲広）,811020,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116101000,Torch plate (with stand) (for prince only) -- 燈明皿（台あり）(皇子専用),839538,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116110000,Candlestick -- 燭台,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116110001,Candlestick (narrow light source range) -- 燭台(光源範囲狭い),839535,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116110002,Candlestick (wide light source range) -- 燭台(光源範囲広い),811020,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116120000,Torch plate (single item) -- 燈明皿（単品）,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116120001,Torch plate (wide light source range) -- 燈明皿(光源範囲広い),811020,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116120002,Torch plate (light and moth) -- 燈明皿（灯と蛾）,839531,200,[0|0|0|0|0|0|0|0],800240,201,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116130000,Torch plate (dark) -- 燈明皿（暗い）,839535,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116130001,Torch plate (no point light source) -- 燈明皿（点光源無し）,839537,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116140000,High lighthouse -- 高燈台,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116140001,High lighthouse (wide light source range) -- 高燈台(光源範囲広い),811020,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116140002,High lighthouse (lights and moths) -- 高燈台（灯と蛾）,839531,200,[0|0|0|0|0|0|0|0],800240,201,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116140003,High lighthouse (wide light source range) (lights and moths) -- 高燈台(光源範囲広い)（灯と蛾）,811020,200,[0|0|0|0|0|0|0|0],800240,201,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116210000,Shrine -- 祠,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116710000,Shrine (without snow) -- 祠(雪なし),839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
116600000,Fishing lantern -- 釣り灯篭,839531,200,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0],0,0,[0|0|0|0|0|0|0|0]
